order_id,order_value,risk_score,return_probability,risk_tier,expected_return_exposure,priority,recommended_action,risk_reasons
O01807,2266.98,21.3,0.2129978543639893,MEDIUM,38.63,P4,NORMAL_PROCESSING,No major risk signal detected
O19224,6649.85,15.31,0.1531109497055041,LOW,81.45,P4,NORMAL_PROCESSING,No major risk signal detected
O01304,35461.58,22.88,0.2288272235758426,MEDIUM,649.17,P4,NORMAL_PROCESSING,Above-average order value
O09538,738.8,20.81,0.208073981003193,MEDIUM,12.3,P4,NORMAL_PROCESSING,No major risk signal detected
O14409,40203.3,10.96,0.1095683798549955,LOW,352.4,P4,NORMAL_PROCESSING,Above-average order value
O19620,435.47,13.42,0.1341888074419064,LOW,4.67,P4,NORMAL_PROCESSING,No major risk signal detected
O18193,7160.49,29.24,0.2924219407543207,MEDIUM,167.51,P4,NORMAL_PROCESSING,No major risk signal detected
O05675,174.47,20.46,0.2045668617472983,MEDIUM,2.86,P4,NORMAL_PROCESSING,No major risk signal detected
O06580,2693.42,27.65,0.2764929189271486,MEDIUM,59.58,P4,NORMAL_PROCESSING,No major risk signal detected
O06212,6839.65,41.09,0.410903112942456,HIGH,224.83,P3,MONITOR,Elevated predicted return probability
O02829,1722.31,19.33,0.193342259346976,LOW,26.64,P4,NORMAL_PROCESSING,No major risk signal detected
O19247,9037.4,58.48,0.5848326942189852,HIGH,422.83,P3,MONITOR,Elevated predicted return probability
O19387,4574.51,53.16,0.5316454281869738,HIGH,194.56,P3,MONITOR,Elevated predicted return probability
O18110,5777.98,55.78,0.5578414018882869,HIGH,257.86,P3,MONITOR,Elevated predicted return probability
O03543,1029.41,69.41,0.6940911628159803,VERY_HIGH,57.16,P2,REVIEW,High predicted return probability
O09364,14192.26,7.52,0.0751861512830639,LOW,85.36,P4,NORMAL_PROCESSING,No major risk signal detected
O18453,70160.39,4.75,0.0474898574295507,LOW,266.55,P4,NORMAL_PROCESSING,High-value order
O15583,6198.22,69.46,0.6946326677200672,VERY_HIGH,344.44,P2,REVIEW,High predicted return probability
O13938,5094.41,54.81,0.5480743150716033,HIGH,223.37,P3,MONITOR,Elevated predicted return probability
O02328,3795.55,29.66,0.2965830074036181,MEDIUM,90.06,P4,NORMAL_PROCESSING,No major risk signal detected
O03198,2135.27,17.04,0.170362091074747,LOW,29.1,P4,NORMAL_PROCESSING,No major risk signal detected
O05964,17331.17,33.9,0.3389655168180596,MEDIUM,469.97,P4,NORMAL_PROCESSING,No major risk signal detected
O01459,3479.94,32.13,0.3212876614399856,MEDIUM,89.44,P4,NORMAL_PROCESSING,No major risk signal detected
O12485,2167.5,61.99,0.6198875581584758,VERY_HIGH,107.49,P2,REVIEW,High predicted return probability
O19674,4767.34,62.0,0.6200181572946224,VERY_HIGH,236.47,P2,REVIEW,High predicted return probability
O15373,5292.91,33.58,0.3357814005585587,MEDIUM,142.18,P4,NORMAL_PROCESSING,No major risk signal detected
O10397,9379.98,45.4,0.4539558983920735,HIGH,340.65,P3,MONITOR,Elevated predicted return probability
O17955,74976.38,3.69,0.0368899089564115,LOW,221.27,P4,NORMAL_PROCESSING,High-value order
O06283,11086.63,24.59,0.2458920077332725,MEDIUM,218.09,P4,NORMAL_PROCESSING,No major risk signal detected
O00604,4894.8,38.76,0.3875973956675325,MEDIUM,151.78,P4,NORMAL_PROCESSING,No major risk signal detected
O11161,20071.23,30.39,0.3039395547855082,MEDIUM,488.04,P4,NORMAL_PROCESSING,No major risk signal detected
O16232,20399.32,21.37,0.213734288683719,MEDIUM,348.8,P4,NORMAL_PROCESSING,No major risk signal detected
O16077,5708.37,79.48,0.7947925735736834,VERY_HIGH,362.96,P2,REVIEW,High predicted return probability
O04788,4767.34,61.08,0.6107851378955218,VERY_HIGH,232.95,P2,REVIEW,High predicted return probability
O07372,2927.16,15.71,0.1571225418228009,LOW,36.79,P4,NORMAL_PROCESSING,No major risk signal detected
O05003,5314.61,50.74,0.5074305584331873,HIGH,215.74,P3,MONITOR,Elevated predicted return probability
O07641,49362.6,2.13,0.0212896506150656,LOW,84.07,P4,NORMAL_PROCESSING,Above-average order value
O11614,3407.84,42.37,0.4237333965811098,HIGH,115.52,P3,MONITOR,Elevated predicted return probability
O02272,2738.67,5.22,0.0521800407075185,LOW,11.43,P4,NORMAL_PROCESSING,No major risk signal detected
O07353,3748.53,17.06,0.1705986754497286,LOW,51.16,P4,NORMAL_PROCESSING,No major risk signal detected
O16353,3659.88,45.79,0.457873721015351,HIGH,134.06,P3,MONITOR,Elevated predicted return probability
O03988,71039.96,6.72,0.0672332847644312,LOW,382.1,P4,NORMAL_PROCESSING,High-value order
O15280,1219.76,14.87,0.1486546522138568,LOW,14.51,P4,NORMAL_PROCESSING,No major risk signal detected
O08135,9010.84,67.86,0.678618294096993,VERY_HIGH,489.19,P2,REVIEW,High predicted return probability
O14445,6347.7,30.02,0.3001979294335501,MEDIUM,152.45,P4,NORMAL_PROCESSING,No major risk signal detected
O00379,14140.21,6.3,0.0630109927150902,LOW,71.28,P4,NORMAL_PROCESSING,No major risk signal detected
O10608,15745.25,5.13,0.0513029926096773,LOW,64.62,P4,NORMAL_PROCESSING,No major risk signal detected
O00480,43800.22,5.2,0.0520159449958962,LOW,182.26,P4,NORMAL_PROCESSING,Above-average order value
O10463,24879.38,3.93,0.0392969385584588,LOW,78.21,P4,NORMAL_PROCESSING,No major risk signal detected
O02640,2155.93,23.11,0.2311002931467505,MEDIUM,39.86,P4,NORMAL_PROCESSING,No major risk signal detected
O03346,7441.49,55.61,0.5561388137900513,HIGH,331.08,P3,MONITOR,Elevated predicted return probability
O03176,77667.93,7.62,0.0761561310254242,LOW,473.19,P4,NORMAL_PROCESSING,High-value order
O15332,5503.87,38.18,0.381772180816445,MEDIUM,168.1,P4,NORMAL_PROCESSING,No major risk signal detected
O18089,48084.35,3.79,0.037921632788584,LOW,145.87,P4,NORMAL_PROCESSING,Above-average order value
O18274,7356.87,45.77,0.4577376814212914,HIGH,269.4,P3,MONITOR,Elevated predicted return probability
O16315,16094.94,12.71,0.1270924063181556,LOW,163.64,P4,NORMAL_PROCESSING,No major risk signal detected
O07002,11086.63,18.98,0.1897535253266681,LOW,168.3,P4,NORMAL_PROCESSING,No major risk signal detected
O08997,42640.54,10.06,0.1005893465157804,LOW,343.13,P4,NORMAL_PROCESSING,Above-average order value
O09369,4031.41,48.5,0.4850491892475081,HIGH,156.43,P3,MONITOR,Elevated predicted return probability
O02011,3717.14,19.28,0.1928277906735475,LOW,57.34,P4,NORMAL_PROCESSING,No major risk signal detected
O17135,564.6,51.79,0.5178701601663026,HIGH,23.39,P3,MONITOR,Elevated predicted return probability
O13664,8783.67,19.53,0.1953487560744296,LOW,137.27,P4,NORMAL_PROCESSING,No major risk signal detected
O10840,4308.01,8.01,0.0800639350365084,LOW,27.59,P4,NORMAL_PROCESSING,No major risk signal detected
O12630,7736.06,29.28,0.2928166529627838,MEDIUM,181.22,P4,NORMAL_PROCESSING,No major risk signal detected
O06394,12726.76,40.06,0.4005852645929555,HIGH,407.85,P3,MONITOR,Elevated predicted return probability
O18140,2678.74,19.42,0.1941645559213637,LOW,41.61,P4,NORMAL_PROCESSING,No major risk signal detected
O19368,4629.21,19.78,0.1977609071884529,LOW,73.24,P4,NORMAL_PROCESSING,No major risk signal detected
O07005,2287.91,40.52,0.4051517323009102,HIGH,74.16,P3,MONITOR,Elevated predicted return probability
O03820,1142.24,30.68,0.3067515511867619,MEDIUM,28.03,P4,NORMAL_PROCESSING,No major risk signal detected
O10769,5083.43,57.51,0.5750806963546595,HIGH,233.87,P3,MONITOR,Elevated predicted return probability
O06194,8096.1,18.12,0.1811654985732828,LOW,117.34,P4,NORMAL_PROCESSING,No major risk signal detected
O16653,3223.41,4.91,0.0491382796601664,LOW,12.67,P4,NORMAL_PROCESSING,No major risk signal detected
O09061,6252.65,25.28,0.2527581892565096,MEDIUM,126.43,P4,NORMAL_PROCESSING,No major risk signal detected
O10093,1147.68,40.49,0.4049354084057764,HIGH,37.18,P3,MONITOR,Elevated predicted return probability
O19618,3917.37,5.09,0.0509315117958721,LOW,15.96,P4,NORMAL_PROCESSING,No major risk signal detected
O16542,57861.22,6.17,0.0617386808555908,LOW,285.78,P4,NORMAL_PROCESSING,High-value order
O17140,3351.05,62.65,0.6265137874268749,VERY_HIGH,167.96,P2,REVIEW,High predicted return probability
O05686,572.89,50.75,0.5075350345145822,HIGH,23.26,P3,MONITOR,Elevated predicted return probability
O01424,1591.1,20.1,0.2010403905935404,MEDIUM,25.59,P4,NORMAL_PROCESSING,No major risk signal detected
O06967,5441.85,26.11,0.2611479332169108,MEDIUM,113.69,P4,NORMAL_PROCESSING,No major risk signal detected
O16646,5383.67,43.18,0.4318207972448393,HIGH,185.98,P3,MONITOR,Elevated predicted return probability
O06325,5321.9,15.09,0.1509055517223535,LOW,64.25,P4,NORMAL_PROCESSING,No major risk signal detected
O08673,5438.66,17.75,0.1775303898096494,LOW,77.24,P4,NORMAL_PROCESSING,No major risk signal detected
O17581,3103.98,60.48,0.6048179468056454,VERY_HIGH,150.19,P2,REVIEW,High predicted return probability
O01700,5160.64,17.9,0.1789554380220852,LOW,73.88,P4,NORMAL_PROCESSING,No major risk signal detected
O08185,51058.19,2.79,0.0278966751774053,LOW,113.95,P4,NORMAL_PROCESSING,High-value order
O12117,3222.26,42.73,0.427254606944366,HIGH,110.14,P3,MONITOR,Elevated predicted return probability
O00672,5472.02,73.81,0.7381035749555925,VERY_HIGH,323.11,P2,REVIEW,High predicted return probability
O08474,82876.88,3.9,0.0390100473881452,LOW,258.64,P4,NORMAL_PROCESSING,High-value order
O11290,13038.92,15.65,0.1564979876584335,LOW,163.25,P4,NORMAL_PROCESSING,No major risk signal detected
O11790,27901.16,24.23,0.2423392517437609,MEDIUM,540.92,P4,NORMAL_PROCESSING,Above-average order value
O02449,12526.34,6.87,0.0686974030802131,LOW,68.84,P4,NORMAL_PROCESSING,No major risk signal detected
O04307,12871.87,30.81,0.308116652458932,MEDIUM,317.28,P4,NORMAL_PROCESSING,No major risk signal detected
O16319,702.74,28.01,0.2800702976357487,MEDIUM,15.75,P4,NORMAL_PROCESSING,No major risk signal detected
O12738,6798.38,17.14,0.1713972804135149,LOW,93.22,P4,NORMAL_PROCESSING,No major risk signal detected
O08438,6316.4,49.68,0.4968280972797433,HIGH,251.05,P3,MONITOR,Elevated predicted return probability
O18753,3541.39,5.72,0.0572071672352409,LOW,16.21,P4,NORMAL_PROCESSING,No major risk signal detected
O02769,968.8,15.13,0.1513332736182584,LOW,11.73,P4,NORMAL_PROCESSING,No major risk signal detected
O16978,24552.49,36.03,0.3603399739131688,MEDIUM,707.78,P4,NORMAL_PROCESSING,No major risk signal detected
O15330,5095.78,51.41,0.5140501846744072,HIGH,209.56,P3,MONITOR,Elevated predicted return probability
O08746,3273.49,4.06,0.0406058020086226,LOW,10.63,P4,NORMAL_PROCESSING,No major risk signal detected
O00827,6818.38,15.79,0.157863623218109,LOW,86.11,P4,NORMAL_PROCESSING,No major risk signal detected
O16367,9293.04,60.15,0.601495314335111,VERY_HIGH,447.18,P2,REVIEW,High predicted return probability
O05538,12690.71,45.94,0.4594427298427204,HIGH,466.45,P3,MONITOR,Elevated predicted return probability
O18252,3034.8,34.8,0.3479778274596563,MEDIUM,84.48,P4,NORMAL_PROCESSING,No major risk signal detected
O13470,11086.29,48.56,0.4855714261855055,HIGH,430.65,P3,MONITOR,Elevated predicted return probability
O08900,6092.65,20.3,0.202956190007066,MEDIUM,98.92,P4,NORMAL_PROCESSING,No major risk signal detected
O18596,5029.89,56.05,0.5604924075990789,HIGH,225.54,P3,MONITOR,Elevated predicted return probability
O09709,5280.63,69.97,0.6996975673413832,VERY_HIGH,295.59,P2,REVIEW,High predicted return probability
O04066,2015.1,12.39,0.123877442947636,LOW,19.97,P4,NORMAL_PROCESSING,No major risk signal detected
O01924,597.82,55.26,0.5525908069372136,HIGH,26.43,P3,MONITOR,Elevated predicted return probability
O16145,5976.8,52.88,0.5287792842787157,HIGH,252.83,P3,MONITOR,Elevated predicted return probability
O15438,8160.14,52.94,0.5294283561697889,HIGH,345.62,P3,MONITOR,Elevated predicted return probability
O13211,2988.94,42.93,0.4292946162167335,HIGH,102.65,P3,MONITOR,Elevated predicted return probability
O03726,2868.78,35.07,0.3507231718070833,MEDIUM,80.49,P4,NORMAL_PROCESSING,No major risk signal detected
O11003,22252.5,17.86,0.1786319875672017,LOW,318.0,P4,NORMAL_PROCESSING,No major risk signal detected
O00576,17232.85,26.11,0.261094832326582,MEDIUM,359.95,P4,NORMAL_PROCESSING,No major risk signal detected
O05036,6994.12,52.29,0.5228731855764289,HIGH,292.56,P3,MONITOR,Elevated predicted return probability
O12064,4800.34,28.06,0.2805897064456341,MEDIUM,107.75,P4,NORMAL_PROCESSING,No major risk signal detected
O10871,5206.94,63.7,0.637026508379472,VERY_HIGH,265.36,P2,REVIEW,High predicted return probability
O07001,10194.7,29.81,0.2981020844686216,MEDIUM,243.12,P4,NORMAL_PROCESSING,No major risk signal detected
O08379,3304.61,35.03,0.3502726717478955,MEDIUM,92.6,P4,NORMAL_PROCESSING,No major risk signal detected
O11612,72332.43,7.89,0.0788824148158571,LOW,456.46,P4,NORMAL_PROCESSING,High-value order
O02235,451.66,15.93,0.1593152966869206,LOW,5.76,P4,NORMAL_PROCESSING,No major risk signal detected
O16196,2926.57,28.13,0.2813032528807394,MEDIUM,65.86,P4,NORMAL_PROCESSING,No major risk signal detected
O00585,51125.89,29.59,0.2959215618622451,MEDIUM,1210.34,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O18460,83315.47,7.03,0.0702645387572285,LOW,468.33,P4,NORMAL_PROCESSING,High-value order
O05332,9727.84,63.73,0.6372611245868437,VERY_HIGH,495.93,P2,REVIEW,High predicted return probability
O18190,7759.9,41.0,0.4099999052327842,HIGH,254.52,P3,MONITOR,Elevated predicted return probability
O13694,9740.54,59.77,0.5977385089197217,HIGH,465.78,P3,MONITOR,Elevated predicted return probability
O07521,11764.43,55.81,0.5580869030982882,HIGH,525.25,P3,MONITOR,Elevated predicted return probability
O13610,3639.84,25.95,0.2595199239004085,MEDIUM,75.57,P4,NORMAL_PROCESSING,No major risk signal detected
O19329,806.65,28.27,0.2827242702527889,MEDIUM,18.24,P4,NORMAL_PROCESSING,No major risk signal detected
O11709,8510.23,50.76,0.507625616517258,HIGH,345.6,P3,MONITOR,Elevated predicted return probability
O07054,13268.66,9.57,0.095717383666153,LOW,101.6,P4,NORMAL_PROCESSING,No major risk signal detected
O10668,4548.16,18.41,0.1840661160680149,LOW,66.97,P4,NORMAL_PROCESSING,No major risk signal detected
O10379,3688.43,22.46,0.2246255237643832,MEDIUM,66.28,P4,NORMAL_PROCESSING,No major risk signal detected
O18346,20399.32,12.85,0.128540768999373,LOW,209.77,P4,NORMAL_PROCESSING,No major risk signal detected
O03216,43292.83,30.89,0.3088593206071023,MEDIUM,1069.71,P4,NORMAL_PROCESSING,High estimated financial exposure | Above-average order value
O06722,1756.22,16.77,0.167749335300443,LOW,23.57,P4,NORMAL_PROCESSING,No major risk signal detected
O08122,45535.44,9.35,0.0934596736092903,LOW,340.46,P4,NORMAL_PROCESSING,Above-average order value
O03179,935.94,42.54,0.4254318018984159,HIGH,31.85,P3,MONITOR,Elevated predicted return probability
O19260,28430.54,25.19,0.251885516814557,MEDIUM,572.9,P4,NORMAL_PROCESSING,Above-average order value
O14418,2365.62,13.85,0.138491815647664,LOW,26.21,P4,NORMAL_PROCESSING,No major risk signal detected
O04615,904.88,56.6,0.5660325931904141,HIGH,40.98,P3,MONITOR,Elevated predicted return probability
O13301,4744.44,14.17,0.1417102192137123,LOW,53.79,P4,NORMAL_PROCESSING,No major risk signal detected
O11166,2846.66,30.47,0.3046706529981347,MEDIUM,69.38,P4,NORMAL_PROCESSING,No major risk signal detected
O14797,20150.69,8.85,0.0885100433919301,LOW,142.68,P4,NORMAL_PROCESSING,No major risk signal detected
O07046,27239.52,26.03,0.2603176996467713,MEDIUM,567.27,P4,NORMAL_PROCESSING,Above-average order value
O16760,5083.43,69.37,0.6936950245121658,VERY_HIGH,282.11,P2,REVIEW,High predicted return probability
O13686,79311.67,15.12,0.151244160025377,LOW,959.63,P4,NORMAL_PROCESSING,High-value order
O17142,5383.67,51.75,0.5174838436749585,HIGH,222.88,P3,MONITOR,Elevated predicted return probability
O17454,2694.91,7.51,0.0751219661035227,LOW,16.2,P4,NORMAL_PROCESSING,No major risk signal detected
O04589,73062.39,11.38,0.1137727113661475,LOW,665.0,P4,NORMAL_PROCESSING,High-value order
O02617,3229.5,3.01,0.030114751955585,LOW,7.78,P4,NORMAL_PROCESSING,No major risk signal detected
O18076,2074.04,10.39,0.1039361916437009,LOW,17.25,P4,NORMAL_PROCESSING,No major risk signal detected
O04433,5200.62,29.45,0.2945108740087401,MEDIUM,122.53,P4,NORMAL_PROCESSING,No major risk signal detected
O02728,3216.55,49.97,0.4997052533025658,HIGH,128.59,P3,MONITOR,Elevated predicted return probability
O08156,56919.3,2.66,0.0265732962476214,LOW,121.0,P4,NORMAL_PROCESSING,High-value order
O12056,4280.53,38.35,0.3835360189101187,MEDIUM,131.34,P4,NORMAL_PROCESSING,No major risk signal detected
O00830,3915.84,33.16,0.331569790307106,MEDIUM,103.87,P4,NORMAL_PROCESSING,No major risk signal detected
O05928,8048.84,42.63,0.4263405170116118,HIGH,274.52,P3,MONITOR,Elevated predicted return probability
O07145,6390.51,50.94,0.5094332013201903,HIGH,260.44,P3,MONITOR,Elevated predicted return probability
O19197,13291.99,16.94,0.1693628615749094,LOW,180.09,P4,NORMAL_PROCESSING,No major risk signal detected
O16374,1957.65,23.1,0.2309617021028747,MEDIUM,36.17,P4,NORMAL_PROCESSING,No major risk signal detected
O19028,18776.92,4.92,0.0491583429937953,LOW,73.84,P4,NORMAL_PROCESSING,No major risk signal detected
O09743,84156.84,15.55,0.1555462118499235,LOW,1047.22,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O17337,20027.25,24.85,0.2485145082087387,MEDIUM,398.16,P4,NORMAL_PROCESSING,No major risk signal detected
O15576,4993.95,51.35,0.5134958105770692,HIGH,205.15,P3,MONITOR,Elevated predicted return probability
O03570,13967.01,10.92,0.1092319144138935,LOW,122.05,P4,NORMAL_PROCESSING,No major risk signal detected
O17244,1291.01,5.13,0.0512753294910349,LOW,5.3,P4,NORMAL_PROCESSING,No major risk signal detected
O05103,5755.76,76.34,0.7634308930331478,VERY_HIGH,351.53,P2,REVIEW,High predicted return probability
O00794,49768.16,3.04,0.0304250794330035,LOW,121.14,P4,NORMAL_PROCESSING,Above-average order value
O15649,35527.01,5.09,0.0509393756878889,LOW,144.78,P4,NORMAL_PROCESSING,Above-average order value
O02861,5718.86,33.52,0.3351729234441654,MEDIUM,153.34,P4,NORMAL_PROCESSING,No major risk signal detected
O07238,5177.19,9.61,0.0961024445346663,LOW,39.8,P4,NORMAL_PROCESSING,No major risk signal detected
O10686,1844.55,9.06,0.0905575451672143,LOW,13.36,P4,NORMAL_PROCESSING,No major risk signal detected
O10466,5800.13,21.73,0.2172763248763879,MEDIUM,100.82,P4,NORMAL_PROCESSING,No major risk signal detected
O03151,20219.7,15.67,0.1567299833521534,LOW,253.52,P4,NORMAL_PROCESSING,No major risk signal detected
O17499,4235.86,77.4,0.7739552312385759,VERY_HIGH,262.27,P2,REVIEW,High predicted return probability
O06755,47379.58,49.38,0.4937832555495673,HIGH,1871.62,P2,REVIEW,Elevated predicted return probability | High estimated financial exposure | Above-average order value
O06801,3068.02,8.97,0.0897257666151696,LOW,22.02,P4,NORMAL_PROCESSING,No major risk signal detected
O18621,985.12,8.01,0.0800887360850096,LOW,6.31,P4,NORMAL_PROCESSING,No major risk signal detected
O04559,17802.0,21.31,0.213069893571784,MEDIUM,303.45,P4,NORMAL_PROCESSING,No major risk signal detected
O02482,15397.11,23.25,0.2325143610920105,MEDIUM,286.4,P4,NORMAL_PROCESSING,No major risk signal detected
O11566,9106.27,10.9,0.1089939390092191,LOW,79.4,P4,NORMAL_PROCESSING,No major risk signal detected
O13603,5600.63,28.97,0.2897231615326214,MEDIUM,129.81,P4,NORMAL_PROCESSING,No major risk signal detected
O01478,978.6,27.32,0.2732412740141943,MEDIUM,21.39,P4,NORMAL_PROCESSING,No major risk signal detected
O18928,61075.74,10.22,0.102235694080457,LOW,499.53,P4,NORMAL_PROCESSING,High-value order
O03689,2941.93,19.89,0.1989102772697007,LOW,46.81,P4,NORMAL_PROCESSING,No major risk signal detected
O03104,6252.65,31.47,0.3147065462355723,MEDIUM,157.42,P4,NORMAL_PROCESSING,No major risk signal detected
O13062,2724.19,46.78,0.46783265952616,HIGH,101.96,P3,MONITOR,Elevated predicted return probability
O16843,49884.02,14.45,0.1445046858434572,LOW,576.68,P4,NORMAL_PROCESSING,Above-average order value
O05225,7259.66,41.95,0.419535218208695,HIGH,243.65,P3,MONITOR,Elevated predicted return probability
O03149,2332.67,37.9,0.3789503730325616,MEDIUM,70.72,P4,NORMAL_PROCESSING,No major risk signal detected
O10447,3896.5,20.84,0.2084242738824231,MEDIUM,64.97,P4,NORMAL_PROCESSING,No major risk signal detected
O09458,3296.78,29.6,0.2959764118731877,MEDIUM,78.06,P4,NORMAL_PROCESSING,No major risk signal detected
O00725,15410.83,2.61,0.0260708686329538,LOW,32.14,P4,NORMAL_PROCESSING,No major risk signal detected
O00586,253.55,21.62,0.2161895169932257,MEDIUM,4.39,P4,NORMAL_PROCESSING,No major risk signal detected
O03933,2410.11,58.55,0.5854807732304085,HIGH,112.89,P3,MONITOR,Elevated predicted return probability
O01993,52695.7,5.96,0.0596284960048354,LOW,251.37,P4,NORMAL_PROCESSING,High-value order
O01462,11251.82,16.32,0.1631980649235554,LOW,146.9,P4,NORMAL_PROCESSING,No major risk signal detected
O02049,2028.51,4.84,0.0484089754431428,LOW,7.86,P4,NORMAL_PROCESSING,No major risk signal detected
O13841,26714.94,9.37,0.0936649763527265,LOW,200.18,P4,NORMAL_PROCESSING,Above-average order value
O08822,45998.63,8.63,0.0862985797550082,LOW,317.57,P4,NORMAL_PROCESSING,Above-average order value
O03191,1335.2,26.09,0.2608765635684244,MEDIUM,27.87,P4,NORMAL_PROCESSING,No major risk signal detected
O01233,8402.58,62.49,0.624893225130153,VERY_HIGH,420.06,P2,REVIEW,High predicted return probability
O14494,13967.01,7.3,0.073026932706946,LOW,81.6,P4,NORMAL_PROCESSING,No major risk signal detected
O06864,7406.74,23.01,0.2300586063091429,MEDIUM,136.32,P4,NORMAL_PROCESSING,No major risk signal detected
O05436,8766.49,40.94,0.4093881752441496,HIGH,287.11,P3,MONITOR,Elevated predicted return probability
O15732,3802.58,12.16,0.1215583340662145,LOW,36.98,P4,NORMAL_PROCESSING,No major risk signal detected
O17844,25738.87,10.05,0.1004975231502609,LOW,206.94,P4,NORMAL_PROCESSING,Above-average order value
O05787,451.66,4.46,0.0445913293137628,LOW,1.61,P4,NORMAL_PROCESSING,No major risk signal detected
O01685,37273.91,11.71,0.1170607152354674,LOW,349.06,P4,NORMAL_PROCESSING,Above-average order value
O08385,1606.75,27.75,0.2774582675771165,MEDIUM,35.66,P4,NORMAL_PROCESSING,No major risk signal detected
O13411,27239.52,26.92,0.269169876508517,MEDIUM,586.56,P4,NORMAL_PROCESSING,Above-average order value
O18037,2979.59,48.55,0.4855361541704865,HIGH,115.74,P3,MONITOR,Elevated predicted return probability
O16255,6740.15,62.19,0.6219130590661397,VERY_HIGH,335.34,P2,REVIEW,High predicted return probability
O10096,3716.5,19.65,0.1964552350624072,LOW,58.41,P4,NORMAL_PROCESSING,No major risk signal detected
O04577,9548.54,57.2,0.5719714522438221,HIGH,436.92,P3,MONITOR,Elevated predicted return probability
O13602,373.26,17.35,0.1734665100373248,LOW,5.18,P4,NORMAL_PROCESSING,No major risk signal detected
O02774,74778.91,3.61,0.0360857175586221,LOW,215.88,P4,NORMAL_PROCESSING,High-value order
O09868,2019.25,20.13,0.2012956305506155,MEDIUM,32.52,P4,NORMAL_PROCESSING,No major risk signal detected
O01754,1029.35,19.88,0.1988291359434218,LOW,16.37,P4,NORMAL_PROCESSING,No major risk signal detected
O08117,6497.67,24.51,0.2451398710689919,MEDIUM,127.43,P4,NORMAL_PROCESSING,No major risk signal detected
O16348,4384.27,7.53,0.0752504910647728,LOW,26.39,P4,NORMAL_PROCESSING,No major risk signal detected
O18633,5708.37,51.29,0.5128607431472275,HIGH,234.21,P3,MONITOR,Elevated predicted return probability
O18260,5731.1,31.82,0.3182330190532388,MEDIUM,145.91,P4,NORMAL_PROCESSING,No major risk signal detected
O07329,76587.77,10.54,0.1053763553310838,LOW,645.64,P4,NORMAL_PROCESSING,High-value order
O01793,16877.74,5.46,0.0545665546768954,LOW,73.68,P4,NORMAL_PROCESSING,No major risk signal detected
O18814,47379.58,32.09,0.3209092068085292,MEDIUM,1216.36,P4,NORMAL_PROCESSING,High estimated financial exposure | Above-average order value
O19109,2001.39,47.68,0.476792343267353,HIGH,76.34,P3,MONITOR,Elevated predicted return probability
O11788,8078.97,45.71,0.4571276905169104,HIGH,295.45,P3,MONITOR,Elevated predicted return probability
O01286,2714.45,41.55,0.4155292654033875,HIGH,90.23,P3,MONITOR,Elevated predicted return probability
O07852,975.81,33.35,0.3335401304252703,MEDIUM,26.04,P4,NORMAL_PROCESSING,No major risk signal detected
O03455,8078.97,39.02,0.390243277707809,MEDIUM,252.22,P4,NORMAL_PROCESSING,No major risk signal detected
O16541,5391.24,55.85,0.5585318484695868,HIGH,240.89,P3,MONITOR,Elevated predicted return probability
O03325,982.62,11.99,0.1198868672443367,LOW,9.42,P4,NORMAL_PROCESSING,No major risk signal detected
O10510,735.39,29.49,0.2949251009865899,MEDIUM,17.35,P4,NORMAL_PROCESSING,No major risk signal detected
O16597,445.58,71.16,0.7116085959737877,VERY_HIGH,25.37,P2,REVIEW,High predicted return probability
O09238,18860.09,4.65,0.0464777458591968,LOW,70.13,P4,NORMAL_PROCESSING,No major risk signal detected
O17735,50063.13,4.61,0.0460975692891659,LOW,184.62,P4,NORMAL_PROCESSING,High-value order
O00374,62364.52,3.34,0.0334465601184856,LOW,166.87,P4,NORMAL_PROCESSING,High-value order
O18668,3766.42,45.39,0.4539173532005705,HIGH,136.77,P3,MONITOR,Elevated predicted return probability
O10257,64696.83,10.42,0.1042303899974603,LOW,539.47,P4,NORMAL_PROCESSING,High-value order
O04438,7254.92,32.05,0.3205104687943889,MEDIUM,186.02,P4,NORMAL_PROCESSING,No major risk signal detected
O09666,6120.21,7.55,0.07547541763384,LOW,36.95,P4,NORMAL_PROCESSING,No major risk signal detected
O02310,3679.07,10.68,0.1068036321393618,LOW,31.44,P4,NORMAL_PROCESSING,No major risk signal detected
O03035,4453.14,41.31,0.4130879504183668,HIGH,147.16,P3,MONITOR,Elevated predicted return probability
O08702,3059.2,15.81,0.1580647584504215,LOW,38.68,P4,NORMAL_PROCESSING,No major risk signal detected
O06559,7896.7,61.27,0.612710711689171,VERY_HIGH,387.07,P2,REVIEW,High predicted return probability
O19373,8825.73,28.69,0.2869464985127778,MEDIUM,202.6,P4,NORMAL_PROCESSING,No major risk signal detected
O14650,2028.14,25.02,0.2501523422630506,MEDIUM,40.59,P4,NORMAL_PROCESSING,No major risk signal detected
O02569,13207.03,15.44,0.1544426114729102,LOW,163.18,P4,NORMAL_PROCESSING,No major risk signal detected
O12766,1522.99,5.56,0.0556208335415327,LOW,6.78,P4,NORMAL_PROCESSING,No major risk signal detected
O00511,7055.28,5.0,0.0500457166837388,LOW,28.25,P4,NORMAL_PROCESSING,No major risk signal detected
O11493,486.86,51.28,0.5127523369552565,HIGH,19.97,P3,MONITOR,Elevated predicted return probability
