order_id,order_value,return_probability,risk_score,risk_tier,expected_return_exposure,priority,recommended_action,risk_reasons,top_risk_drivers,risk_reducing_factors
O14953,3321.11,0.3191281985583674,31.91,MEDIUM,84.79,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Historical average order value increased predicted risk | Previous average order value increased predicted risk | Product price increased predicted risk,5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | Size Variant reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk
O13016,13004.76,0.1084393125604799,10.84,LOW,112.82,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Historical average order value increased predicted risk | Product price increased predicted risk | 5-order value change increased predicted risk | Order value vs customer average increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk
O00652,79311.67,0.0505700275880944,5.06,LOW,320.86,P4,NORMAL_PROCESSING,High-value order,Order value vs customer average increased predicted risk | Historical average order value increased predicted risk | Product price increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Discount behaviour change reduced predicted risk
O09131,41125.31,0.0363327169559324,3.63,LOW,119.54,P4,NORMAL_PROCESSING,Above-average order value,Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk | Historical average order value increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | 5-order value change reduced predicted risk | Previous order count reduced predicted risk
O05384,5440.18,0.1124988218273488,11.25,LOW,48.96,P4,NORMAL_PROCESSING,No major risk signal detected,Historical average order value increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk,Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | 5-order value change reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O17988,61355.48,0.1567675757638197,15.68,LOW,769.48,P4,NORMAL_PROCESSING,High-value order,Previous order count increased predicted risk | Recent order-value change increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk
O19216,4223.11,0.5966932119160219,59.67,HIGH,201.59,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | 5-order return-rate change increased predicted risk | Previous order count increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk,Discount percentage reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Discount behaviour change reduced predicted risk | Recent average order value reduced predicted risk
O04940,3394.57,0.0389312759876379,3.89,LOW,10.57,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Days since previous order increased predicted risk | City tier increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Product price reduced predicted risk | Recent order-value change reduced predicted risk | Order value reduced predicted risk
O12786,8535.33,0.1795463131795535,17.95,LOW,122.6,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous order count reduced predicted risk | 5-order return-rate change reduced predicted risk | Previous Avg Discount reduced predicted risk
O15319,3288.59,0.3051856739239973,30.52,MEDIUM,80.29,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk | Returns Last 5 increased predicted risk | Order value vs customer average increased predicted risk,Discount behaviour change reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk | Recent purchase frequency reduced predicted risk
O19217,6079.8,0.7503293701577537,75.03,VERY_HIGH,364.95,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Previous order count increased predicted risk | 5-order return-rate change increased predicted risk | Days since previous order increased predicted risk,Recent order-value change reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Category switching behaviour reduced predicted risk | Previous average order value reduced predicted risk
O14423,2149.36,0.2667465330635143,26.67,MEDIUM,45.87,P4,NORMAL_PROCESSING,No major risk signal detected,Order value increased predicted risk | Recent average order value increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Product price reduced predicted risk | 5-order return-rate change reduced predicted risk | Recent 5-order return rate reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O06197,2038.63,0.4754104669385231,47.54,HIGH,77.53,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk,Account age reduced predicted risk | Days since previous order reduced predicted risk | 5-order value change reduced predicted risk | City tier reduced predicted risk | Product price reduced predicted risk
O01102,4367.81,0.4299858254290466,43.0,HIGH,150.25,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk | Category switching behaviour increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Account age reduced predicted risk | Size Variant reduced predicted risk
O10605,3216.55,0.6149416064073485,61.49,VERY_HIGH,158.24,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Historical average order value reduced predicted risk | Recent return rate reduced predicted risk
O17684,9834.44,0.4422333783312236,44.22,HIGH,347.93,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Recent purchase frequency increased predicted risk | 5-order value change increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Orders Last 30 Days reduced predicted risk
O19183,2623.97,0.1041642721662598,10.42,LOW,21.87,P4,NORMAL_PROCESSING,No major risk signal detected,Discount behaviour change increased predicted risk | Order value vs customer average increased predicted risk | Category switching behaviour increased predicted risk | Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Previous average order value reduced predicted risk
O16835,2740.5,0.482223167007677,48.22,HIGH,105.72,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk,Discount behaviour change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Recent order-value change reduced predicted risk | Historical average order value reduced predicted risk
O01026,1522.99,0.1230749665101409,12.31,LOW,15.0,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk | Recent average order value increased predicted risk,Account age reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | Previous average order value reduced predicted risk | Days since previous order reduced predicted risk
O15259,59981.1,0.3241865081305687,32.42,MEDIUM,1555.61,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order,Account age increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Previous order count increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Discount percentage reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk
O08096,4461.43,0.2869556152233036,28.7,MEDIUM,102.42,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Product price increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O08705,45261.17,0.0256131820499406,2.56,LOW,92.74,P4,NORMAL_PROCESSING,Above-average order value,Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk | City tier increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk | Recent vs previous return behaviour reduced predicted risk
O10575,49242.17,0.1216622714634974,12.17,LOW,479.27,P4,NORMAL_PROCESSING,Above-average order value,5-order value change increased predicted risk | Recent purchase frequency increased predicted risk | Recent order-value change increased predicted risk | 3-order return-rate change increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Previous order count reduced predicted risk | Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk
O07587,9403.82,0.4512621627323247,45.13,HIGH,339.49,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Size Variant increased predicted risk | Account age increased predicted risk,Days since previous order reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Discount behaviour change reduced predicted risk | Returns Last 5 reduced predicted risk
O05962,2953.61,0.2090967287990551,20.91,MEDIUM,49.41,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous average order value increased predicted risk | Order value increased predicted risk | Recent order-value change increased predicted risk | Order value vs customer average increased predicted risk,5-order value change reduced predicted risk | Previous order count reduced predicted risk | Product price reduced predicted risk | Account age reduced predicted risk | Previous Avg Discount reduced predicted risk
O08403,18252.02,0.1685613655455748,16.86,LOW,246.13,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Recent order-value change increased predicted risk | Discount behaviour change increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent purchase frequency reduced predicted risk | Previous order count reduced predicted risk | 5-order return-rate change reduced predicted risk
O06854,2120.44,0.3712700909236507,37.13,MEDIUM,62.98,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Size Variant reduced predicted risk
O10656,4372.53,0.304420038659226,30.44,MEDIUM,106.49,P4,NORMAL_PROCESSING,No major risk signal detected,Order value vs customer average increased predicted risk | Product price increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Size Variant reduced predicted risk
O06930,72783.94,0.0703518660330086,7.04,LOW,409.64,P4,NORMAL_PROCESSING,High-value order,Account age increased predicted risk | Days since previous order increased predicted risk | Previous average order value increased predicted risk | Previous Avg Discount increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Discount behaviour change reduced predicted risk
O15032,4871.83,0.522103688252926,52.21,HIGH,203.49,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Returns Last 5 increased predicted risk | Days since previous order increased predicted risk,Account age reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk
O03127,3991.99,0.251573164293786,25.16,MEDIUM,80.34,P4,NORMAL_PROCESSING,No major risk signal detected,Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk | Recent purchase frequency increased predicted risk | Days since previous order increased predicted risk,Previous order count reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk | Orders Considered Last 10 reduced predicted risk | Historical average order value reduced predicted risk
O15813,59981.1,0.0234793679759136,2.35,LOW,112.67,P4,NORMAL_PROCESSING,High-value order,Product price increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Days since previous order reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk
O18746,6092.65,0.489381701950599,48.94,HIGH,238.53,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Recent order-value change increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk,Order value reduced predicted risk | Previous Avg Discount reduced predicted risk | 5-order value change reduced predicted risk | Size Variant reduced predicted risk | Orders Last 90 Days reduced predicted risk
O07954,5943.48,0.5410926612267735,54.11,HIGH,257.28,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Previous average order value reduced predicted risk
O08992,5177.82,0.3981820873656498,39.82,MEDIUM,164.94,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | 5-order return-rate change increased predicted risk | Category switching behaviour increased predicted risk | Account age increased predicted risk | Product price increased predicted risk,Previous average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Discount behaviour change reduced predicted risk
O13133,24043.45,0.1732491724252766,17.32,LOW,333.24,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Returns Last 5 reduced predicted risk | Days since previous order reduced predicted risk | Previous order count reduced predicted risk
O02339,6238.97,0.1930257531873009,19.3,LOW,96.34,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk | Order value reduced predicted risk
O13596,1029.41,0.1523776036108513,15.24,LOW,12.55,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk
O15339,2434.33,0.3841834398588579,38.42,MEDIUM,74.82,P4,NORMAL_PROCESSING,No major risk signal detected,Recent order-value change increased predicted risk | Days since previous order increased predicted risk | Discount behaviour change increased predicted risk | Recent average order value increased predicted risk | Order value increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk
O16848,4538.37,0.2426863598735937,24.27,MEDIUM,88.11,P4,NORMAL_PROCESSING,No major risk signal detected,Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk,Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Account age reduced predicted risk | Size Variant reduced predicted risk | Previous order count reduced predicted risk
O17657,4270.0,0.1397125179083003,13.97,LOW,47.73,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Product price increased predicted risk | Historical average order value increased predicted risk | Orders Considered Last 5 increased predicted risk,Days since previous order reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O00848,58440.18,0.2620355340510732,26.2,MEDIUM,1225.07,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order,Recent average order value increased predicted risk | 5-order value change increased predicted risk | Days since previous order increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk,Order value vs customer average reduced predicted risk | Historical product return rate reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk | Historical average order value reduced predicted risk
O14347,1488.19,0.3166339775011262,31.66,MEDIUM,37.7,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Recent order-value change increased predicted risk | Returns Last 5 increased predicted risk,Account age reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | Order value vs customer average reduced predicted risk | Previous average order value reduced predicted risk
O09253,943.16,0.0719229686246245,7.19,LOW,5.43,P4,NORMAL_PROCESSING,No major risk signal detected,Order value increased predicted risk | Previous average order value increased predicted risk | 5-order value change increased predicted risk | Recent order-value change increased predicted risk | Recent purchase frequency increased predicted risk,Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Account age reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O09982,2120.44,0.5104172210753554,51.04,HIGH,86.58,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk,Recent average order value reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Orders Last 90 Days reduced predicted risk | Returns Last 5 reduced predicted risk
O12792,1814.98,0.1565793842311563,15.66,LOW,22.74,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Account age increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Previous Avg Discount reduced predicted risk
O09424,6677.59,0.3651806300918903,36.52,MEDIUM,195.08,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk
O03073,7584.47,0.4492513549898114,44.93,HIGH,272.59,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Account age increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Historical average order value increased predicted risk,Days since previous order reduced predicted risk | Discount percentage reduced predicted risk | Previous Avg Discount reduced predicted risk | Size Variant reduced predicted risk | City tier reduced predicted risk
O04447,9977.97,0.1555807251109136,15.56,LOW,124.19,P4,NORMAL_PROCESSING,No major risk signal detected,Order value vs customer average increased predicted risk | Product price increased predicted risk | 5-order value change increased predicted risk | Previous average order value increased predicted risk | Order value increased predicted risk,Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Previous Avg Discount reduced predicted risk
O16023,23567.01,0.0563619336504516,5.64,LOW,106.26,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | 5-order value change increased predicted risk | Recent average order value increased predicted risk | Recent vs previous return behaviour increased predicted risk | City tier increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | Recent 5-order return rate reduced predicted risk
O02078,3884.76,0.5001245931466504,50.01,HIGH,155.43,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk,Discount behaviour change reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Returns Last 5 reduced predicted risk | Customer historical return rate reduced predicted risk
O00670,645.99,0.3975136991406277,39.75,MEDIUM,20.54,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Account age increased predicted risk,Days since previous order reduced predicted risk | Order value vs customer average reduced predicted risk | Previous Avg Discount reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk
O03931,57861.22,0.1750859062132103,17.51,LOW,810.45,P4,NORMAL_PROCESSING,High-value order,Account age increased predicted risk | Recent purchase frequency increased predicted risk | Historical average order value increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Order value reduced predicted risk
O05792,12205.06,0.237933231632776,23.79,MEDIUM,232.32,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk,Order value vs customer average reduced predicted risk | Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Discount percentage reduced predicted risk | Previous order count reduced predicted risk
O01292,8672.83,0.322833881134555,32.28,MEDIUM,223.99,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | 5-order value change increased predicted risk | Product price increased predicted risk | Category switching behaviour increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Order value reduced predicted risk | Recent purchase frequency reduced predicted risk
O00062,2075.24,0.273984071651399,27.4,MEDIUM,45.49,P4,NORMAL_PROCESSING,No major risk signal detected,Order value increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Discount behaviour change increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O06639,6460.22,0.5563320131104099,55.63,HIGH,287.52,P3,MONITOR,Elevated predicted return probability,5-order value change increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk | Previous Avg Discount reduced predicted risk | Previous average order value reduced predicted risk
O07478,3691.1,0.1337017292585466,13.37,LOW,39.48,P4,NORMAL_PROCESSING,No major risk signal detected,Account age increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk | 3-order return-rate change increased predicted risk,Previous average order value reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk
O07000,6800.23,0.1077477683697518,10.77,LOW,58.62,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk | Product price increased predicted risk | City tier increased predicted risk | Orders Last 90 Days increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Discount percentage reduced predicted risk
O04039,3373.68,0.2374690172543623,23.75,MEDIUM,64.09,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk | Previous average order value increased predicted risk | Recent order-value change increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Product price reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O16862,4847.38,0.4523494772634875,45.23,HIGH,175.42,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk,Orders Last 90 Days reduced predicted risk | Days since previous order reduced predicted risk | Historical average order value reduced predicted risk | Size Variant reduced predicted risk | Previous Avg Discount reduced predicted risk
O15788,4863.84,0.5548571877069067,55.49,HIGH,215.9,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Product price increased predicted risk | Discount behaviour change increased predicted risk | Returns Last 5 increased predicted risk,5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Size Variant reduced predicted risk | Recent average order value reduced predicted risk | Customer historical return rate reduced predicted risk
O12207,8696.81,0.6915369378686805,69.15,VERY_HIGH,481.13,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk,5-order value change reduced predicted risk | Product price reduced predicted risk | Orders Last 90 Days reduced predicted risk | Discount behaviour change reduced predicted risk | Returns Last 5 reduced predicted risk
O12883,63285.54,0.0488633251861524,4.89,LOW,247.39,P4,NORMAL_PROCESSING,High-value order,Discount behaviour change increased predicted risk | Account age increased predicted risk | Historical average order value increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk
O18742,5414.27,0.6834727738396694,68.35,VERY_HIGH,296.04,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk,Recent order-value change reduced predicted risk | Orders Last 30 Days reduced predicted risk | Customer historical return rate reduced predicted risk | Orders Considered Last 10 reduced predicted risk | Recent 3-order return rate reduced predicted risk
O00022,12357.02,0.1472287952011301,14.72,LOW,145.54,P4,NORMAL_PROCESSING,No major risk signal detected,Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk | Account age increased predicted risk | Order value increased predicted risk,Recent average order value reduced predicted risk | 5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | Historical average order value reduced predicted risk | Previous order count reduced predicted risk
O17701,15410.15,0.3140321012714309,31.4,MEDIUM,387.14,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk,Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk | Previous 3-order return rate reduced predicted risk
O07035,18855.78,0.3558633922225652,35.59,MEDIUM,536.81,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | Order value vs customer average increased predicted risk | Historical average order value increased predicted risk,Previous average order value reduced predicted risk | Account age reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk
O17265,7259.66,0.5911603686405432,59.12,HIGH,343.33,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk,5-order value change reduced predicted risk | Days since previous order reduced predicted risk | City tier reduced predicted risk | Discount percentage reduced predicted risk | Historical average order value reduced predicted risk
