order_id,return_probability,risk_score,top_risk_drivers,risk_reducing_factors
O19217,0.750329,75.03,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Previous order count increased predicted risk | 5-order return-rate change increased predicted risk | Days since previous order increased predicted risk,Recent order-value change reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Category switching behaviour reduced predicted risk | Previous average order value reduced predicted risk
O14423,0.266747,26.67,Order value increased predicted risk | Recent average order value increased predicted risk | Historical average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Product price reduced predicted risk | 5-order return-rate change reduced predicted risk | Recent 5-order return rate reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O06197,0.47541,47.54,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk,Account age reduced predicted risk | Days since previous order reduced predicted risk | 5-order value change reduced predicted risk | City tier reduced predicted risk | Product price reduced predicted risk
O01102,0.429986,43.0,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk | Category switching behaviour increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous Avg Discount reduced predicted risk | Account age reduced predicted risk | Size Variant reduced predicted risk
O10605,0.614942,61.49,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Historical average order value reduced predicted risk | Recent return rate reduced predicted risk
O17684,0.442233,44.22,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Recent purchase frequency increased predicted risk | 5-order value change increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | Orders Last 30 Days reduced predicted risk
O19183,0.104164,10.42,Discount behaviour change increased predicted risk | Order value vs customer average increased predicted risk | Category switching behaviour increased predicted risk | Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Previous average order value reduced predicted risk
O16835,0.482223,48.22,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk,Discount behaviour change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Recent order-value change reduced predicted risk | Historical average order value reduced predicted risk
O01026,0.123075,12.31,5-order value change increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk | Recent average order value increased predicted risk,Account age reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | Previous average order value reduced predicted risk | Days since previous order reduced predicted risk
O15259,0.324187,32.42,Account age increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Previous order count increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Discount percentage reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk
O08096,0.286956,28.7,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Product price increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O08705,0.025613,2.56,Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk | City tier increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Discount behaviour change reduced predicted risk | Recent vs previous return behaviour reduced predicted risk
O10575,0.121662,12.17,5-order value change increased predicted risk | Recent purchase frequency increased predicted risk | Recent order-value change increased predicted risk | 3-order return-rate change increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Previous order count reduced predicted risk | Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk
O07587,0.451262,45.13,Historical product return rate increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Size Variant increased predicted risk | Account age increased predicted risk,Days since previous order reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Discount behaviour change reduced predicted risk | Returns Last 5 reduced predicted risk
O05962,0.209097,20.91,Historical product return rate increased predicted risk | Previous average order value increased predicted risk | Order value increased predicted risk | Recent order-value change increased predicted risk | Order value vs customer average increased predicted risk,5-order value change reduced predicted risk | Previous order count reduced predicted risk | Product price reduced predicted risk | Account age reduced predicted risk | Previous Avg Discount reduced predicted risk
O08403,0.168561,16.86,Recent average order value increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Recent order-value change increased predicted risk | Discount behaviour change increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent purchase frequency reduced predicted risk | Previous order count reduced predicted risk | 5-order return-rate change reduced predicted risk
O06854,0.37127,37.13,Previous order count increased predicted risk | Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Size Variant reduced predicted risk
O10656,0.30442,30.44,Order value vs customer average increased predicted risk | Product price increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Size Variant reduced predicted risk
O06930,0.070352,7.04,Account age increased predicted risk | Days since previous order increased predicted risk | Previous average order value increased predicted risk | Previous Avg Discount increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Discount behaviour change reduced predicted risk
O15032,0.522104,52.21,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Returns Last 5 increased predicted risk | Days since previous order increased predicted risk,Account age reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk
O03127,0.251573,25.16,Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk | Recent purchase frequency increased predicted risk | Days since previous order increased predicted risk,Previous order count reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk | Orders Considered Last 10 reduced predicted risk | Historical average order value reduced predicted risk
O15813,0.023479,2.35,Product price increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Days since previous order reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk
O18746,0.489382,48.94,Historical product return rate increased predicted risk | Recent order-value change increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk,Order value reduced predicted risk | Previous Avg Discount reduced predicted risk | 5-order value change reduced predicted risk | Size Variant reduced predicted risk | Orders Last 90 Days reduced predicted risk
O07954,0.541093,54.11,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk,5-order return-rate change reduced predicted risk | Account age reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Previous average order value reduced predicted risk
O08992,0.398182,39.82,Historical product return rate increased predicted risk | 5-order return-rate change increased predicted risk | Category switching behaviour increased predicted risk | Account age increased predicted risk | Product price increased predicted risk,Previous average order value reduced predicted risk | Discount percentage reduced predicted risk | Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Discount behaviour change reduced predicted risk
O13133,0.173249,17.32,Recent average order value increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Returns Last 5 reduced predicted risk | Days since previous order reduced predicted risk | Previous order count reduced predicted risk
O02339,0.193026,19.3,Historical product return rate increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk | Order value reduced predicted risk
O13596,0.152378,15.24,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk
O15339,0.384183,38.42,Recent order-value change increased predicted risk | Days since previous order increased predicted risk | Discount behaviour change increased predicted risk | Recent average order value increased predicted risk | Order value increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk
O16848,0.242686,24.27,Discount percentage increased predicted risk | Previous Avg Discount increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk,Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Account age reduced predicted risk | Size Variant reduced predicted risk | Previous order count reduced predicted risk
O17657,0.139713,13.97,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Product price increased predicted risk | Historical average order value increased predicted risk | Orders Considered Last 5 increased predicted risk,Days since previous order reduced predicted risk | Previous average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O00848,0.262036,26.2,Recent average order value increased predicted risk | 5-order value change increased predicted risk | Days since previous order increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk,Order value vs customer average reduced predicted risk | Historical product return rate reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk | Historical average order value reduced predicted risk
O14347,0.316634,31.66,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Recent order-value change increased predicted risk | Returns Last 5 increased predicted risk,Account age reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | Order value vs customer average reduced predicted risk | Previous average order value reduced predicted risk
O09253,0.071923,7.19,Order value increased predicted risk | Previous average order value increased predicted risk | 5-order value change increased predicted risk | Recent order-value change increased predicted risk | Recent purchase frequency increased predicted risk,Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Account age reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O09982,0.510417,51.04,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk,Recent average order value reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Orders Last 90 Days reduced predicted risk | Returns Last 5 reduced predicted risk
O12792,0.156579,15.66,Previous order count increased predicted risk | Account age increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Discount behaviour change increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Previous Avg Discount reduced predicted risk
O09424,0.365181,36.52,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk
O03073,0.449251,44.93,Historical product return rate increased predicted risk | Account age increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Historical average order value increased predicted risk,Days since previous order reduced predicted risk | Discount percentage reduced predicted risk | Previous Avg Discount reduced predicted risk | Size Variant reduced predicted risk | City tier reduced predicted risk
O04447,0.155581,15.56,Order value vs customer average increased predicted risk | Product price increased predicted risk | 5-order value change increased predicted risk | Previous average order value increased predicted risk | Order value increased predicted risk,Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Previous Avg Discount reduced predicted risk
O16023,0.056362,5.64,Previous order count increased predicted risk | 5-order value change increased predicted risk | Recent average order value increased predicted risk | Recent vs previous return behaviour increased predicted risk | City tier increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | Recent 5-order return rate reduced predicted risk
O02078,0.500125,50.01,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk,Discount behaviour change reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Returns Last 5 reduced predicted risk | Customer historical return rate reduced predicted risk
O00670,0.397514,39.75,Historical product return rate increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Account age increased predicted risk,Days since previous order reduced predicted risk | Order value vs customer average reduced predicted risk | Previous Avg Discount reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk
O03931,0.175086,17.51,Account age increased predicted risk | Recent purchase frequency increased predicted risk | Historical average order value increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Order value reduced predicted risk
O05792,0.237933,23.79,Recent average order value increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk,Order value vs customer average reduced predicted risk | Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Discount percentage reduced predicted risk | Previous order count reduced predicted risk
O01292,0.322834,32.28,Historical product return rate increased predicted risk | Previous order count increased predicted risk | 5-order value change increased predicted risk | Product price increased predicted risk | Category switching behaviour increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Order value reduced predicted risk | Recent purchase frequency reduced predicted risk
O00062,0.273984,27.4,Order value increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Discount behaviour change increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O06639,0.556332,55.63,5-order value change increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Product price increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk | Previous Avg Discount reduced predicted risk | Previous average order value reduced predicted risk
O07478,0.133702,13.37,Account age increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk | Recent purchase frequency increased predicted risk | 3-order return-rate change increased predicted risk,Previous average order value reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk
O07000,0.107748,10.77,Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk | Product price increased predicted risk | City tier increased predicted risk | Orders Last 90 Days increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Discount percentage reduced predicted risk
O04039,0.237469,23.75,Previous order count increased predicted risk | Recent purchase frequency increased predicted risk | Account age increased predicted risk | Previous average order value increased predicted risk | Recent order-value change increased predicted risk,Historical product return rate reduced predicted risk | Order value reduced predicted risk | Product price reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O16862,0.452349,45.23,Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Order value vs customer average increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk,Orders Last 90 Days reduced predicted risk | Days since previous order reduced predicted risk | Historical average order value reduced predicted risk | Size Variant reduced predicted risk | Previous Avg Discount reduced predicted risk
O15788,0.554857,55.49,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Product price increased predicted risk | Discount behaviour change increased predicted risk | Returns Last 5 increased predicted risk,5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Size Variant reduced predicted risk | Recent average order value reduced predicted risk | Customer historical return rate reduced predicted risk
O12207,0.691537,69.15,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk,5-order value change reduced predicted risk | Product price reduced predicted risk | Orders Last 90 Days reduced predicted risk | Discount behaviour change reduced predicted risk | Returns Last 5 reduced predicted risk
O12883,0.048863,4.89,Discount behaviour change increased predicted risk | Account age increased predicted risk | Historical average order value increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk
O18742,0.683473,68.35,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk,Recent order-value change reduced predicted risk | Orders Last 30 Days reduced predicted risk | Customer historical return rate reduced predicted risk | Orders Considered Last 10 reduced predicted risk | Recent 3-order return rate reduced predicted risk
O00022,0.147229,14.72,Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Product price increased predicted risk | Account age increased predicted risk | Order value increased predicted risk,Recent average order value reduced predicted risk | 5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | Historical average order value reduced predicted risk | Previous order count reduced predicted risk
O17701,0.314032,31.4,Historical product return rate increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk,Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk | Historical average order value reduced predicted risk | Previous 3-order return rate reduced predicted risk
O07035,0.355863,35.59,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Recent average order value increased predicted risk | Order value vs customer average increased predicted risk | Historical average order value increased predicted risk,Previous average order value reduced predicted risk | Account age reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk
O17265,0.59116,59.12,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk,5-order value change reduced predicted risk | Days since previous order reduced predicted risk | City tier reduced predicted risk | Discount percentage reduced predicted risk | Historical average order value reduced predicted risk
O19427,0.224292,22.43,5-order value change increased predicted risk | 5-order return-rate change increased predicted risk | Previous order count increased predicted risk | Recent order-value change increased predicted risk | Product price increased predicted risk,Account age reduced predicted risk | Historical product return rate reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk | Discount behaviour change reduced predicted risk
O17918,0.524319,52.43,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk | Size Variant increased predicted risk,Product price reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk | Orders Last 90 Days reduced predicted risk | Account age reduced predicted risk
O02199,0.090843,9.08,Discount behaviour change increased predicted risk | Account age increased predicted risk | Discount percentage increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Previous order count reduced predicted risk | Order value vs customer average reduced predicted risk | Product price reduced predicted risk
O17403,0.492165,49.22,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Product price increased predicted risk,Account age reduced predicted risk | 5-order value change reduced predicted risk | Size Variant reduced predicted risk | Days since previous order reduced predicted risk | Returns Last 5 reduced predicted risk
O00601,0.245416,24.54,Order value vs customer average increased predicted risk | Order value increased predicted risk | Discount percentage increased predicted risk | Account age increased predicted risk | City tier increased predicted risk,Historical product return rate reduced predicted risk | Product price reduced predicted risk | Previous Avg Discount reduced predicted risk | Recent average order value reduced predicted risk | 5-order value change reduced predicted risk
O16426,0.24296,24.3,Product price increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Customer historical return rate increased predicted risk | Discount behaviour change increased predicted risk,Days since previous order reduced predicted risk | Historical product return rate reduced predicted risk | Historical average order value reduced predicted risk | Discount percentage reduced predicted risk | City tier reduced predicted risk
O17083,0.082419,8.24,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Orders Last 90 Days increased predicted risk | Recent purchase frequency increased predicted risk | Previous order count increased predicted risk,Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Discount behaviour change reduced predicted risk
O03612,0.283585,28.36,Historical product return rate increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk | Orders Last 90 Days increased predicted risk,Days since previous order reduced predicted risk | Order value vs customer average reduced predicted risk | Account age reduced predicted risk | Discount percentage reduced predicted risk | Recent average order value reduced predicted risk
O14838,0.022037,2.2,Recent average order value increased predicted risk | Discount behaviour change increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk | Orders Considered Last 5 increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk
O15704,0.326797,32.68,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk | Product price increased predicted risk,Recent order-value change reduced predicted risk | Discount behaviour change reduced predicted risk | 5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Previous Avg Discount reduced predicted risk
O06287,0.105679,10.57,Account age increased predicted risk | Product price increased predicted risk | 5-order value change increased predicted risk | Discount behaviour change increased predicted risk | Order value increased predicted risk,Previous average order value reduced predicted risk | Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O02453,0.136948,13.69,Discount percentage increased predicted risk | Previous average order value increased predicted risk | 5-order value change increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk
O12219,0.595889,59.59,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Account age increased predicted risk | Order value increased predicted risk | City tier increased predicted risk,Order value vs customer average reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Recent 5-order return rate reduced predicted risk | Discount percentage reduced predicted risk | Discount behaviour change reduced predicted risk
O10210,0.227598,22.76,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Previous average order value reduced predicted risk | Previous order count reduced predicted risk
O09234,0.433243,43.32,Historical product return rate increased predicted risk | Days since previous order increased predicted risk | Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Returns Last 5 increased predicted risk,Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Orders Last 90 Days reduced predicted risk | Product price reduced predicted risk
O05252,0.075308,7.53,Order value increased predicted risk | Account age increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Recent order-value change increased predicted risk,Historical product return rate reduced predicted risk | Days since previous order reduced predicted risk | Product price reduced predicted risk | Previous Avg Discount reduced predicted risk | Historical average order value reduced predicted risk
O07771,0.425741,42.57,Historical product return rate increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Order value increased predicted risk | Category switching behaviour increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Order value vs customer average reduced predicted risk | Previous order count reduced predicted risk
O16265,0.331612,33.16,Discount percentage increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Previous average order value increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent average order value reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk
O02089,0.293578,29.36,Historical product return rate increased predicted risk | Recent order-value change increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | Previous Avg Discount increased predicted risk,Recent vs previous return behaviour reduced predicted risk | 5-order value change reduced predicted risk | Recent 5-order return rate reduced predicted risk | Product price reduced predicted risk | Recent average order value reduced predicted risk
O14471,0.204972,20.5,Recent purchase frequency increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Order value increased predicted risk | Account age increased predicted risk,Recent average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Previous order count reduced predicted risk
O14886,0.178661,17.87,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Category switching behaviour increased predicted risk | Product price increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk
O17477,0.118218,11.82,Order value vs customer average increased predicted risk | Order value increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | Previous order count reduced predicted risk
O10132,0.427973,42.8,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Account age increased predicted risk | Previous average order value increased predicted risk,Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk | Previous Avg Discount reduced predicted risk | Orders Last 90 Days reduced predicted risk
O03132,0.674964,67.5,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Account age increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Orders Last 90 Days reduced predicted risk | Category switching behaviour reduced predicted risk
O00174,0.354,35.4,Order value vs customer average increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Discount behaviour change reduced predicted risk | Discount percentage reduced predicted risk
O05805,0.079688,7.97,Previous order count increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Order value vs customer average increased predicted risk | 5-order return-rate ratio increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | 5-order return-rate change reduced predicted risk
O11637,0.138907,13.89,Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Order value increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk
O11092,0.412818,41.28,Recent order-value change increased predicted risk | Discount percentage increased predicted risk | Previous order count increased predicted risk | Category switching behaviour increased predicted risk | Historical product return rate increased predicted risk,Previous average order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Days since previous order reduced predicted risk | Order value reduced predicted risk | Size Variant reduced predicted risk
