customer_id,signup_date,city_tier,account_age_days,behavior_profile
C1505,2024-07-09,2,775,high_return
C1506,2025-11-21,3,275,stable
C1507,2023-12-23,1,974,stable
C1508,2025-03-30,3,511,stable
C1509,2022-01-16,2,1680,stable
C1510,2023-05-08,2,1203,stable
C1511,2025-12-20,1,246,stable
C1512,2025-02-05,1,564,stable
C1513,2024-06-12,3,802,stable
C1514,2022-11-07,1,1385,stable
C1515,2024-01-09,2,957,stable
C1516,2025-04-08,2,502,stable
C1517,2023-06-30,2,1150,stable
C1518,2023-02-18,1,1282,stable
C1519,2022-09-08,1,1445,stable
C1520,2024-01-29,2,937,stable
C1521,2025-03-10,1,531,stable
C1522,2025-07-21,1,398,stable
C1523,2025-12-10,1,256,stable
C1524,2024-11-28,2,633,stable
C1525,2024-03-24,3,882,stable
C1526,2022-01-29,1,1667,stable
C1527,2024-08-15,1,738,high_return
C1528,2023-04-22,1,1219,stable
C1529,2022-11-14,2,1378,stable
C1530,2022-09-02,2,1451,stable
C1531,2024-01-18,2,948,stable
C1532,2023-11-28,3,999,high_return
C1533,2022-09-29,2,1424,stable
C1534,2025-06-16,3,433,stable
C1535,2023-01-12,3,1319,stable
C1536,2022-09-23,1,1430,stable
C1537,2024-07-14,1,770,stable
C1538,2024-07-09,1,775,stable
C1539,2025-10-14,1,313,stable
C1540,2022-12-06,3,1356,stable
C1541,2023-01-24,2,1307,stable
C1542,2023-07-31,1,1119,high_return
C1543,2022-01-03,3,1693,stable
C1544,2025-12-23,2,243,stable
C1545,2025-03-11,1,530,stable
C1546,2023-01-11,1,1320,stable
C1547,2022-11-20,2,1372,stable
C1548,2022-05-26,3,1550,stable
C1549,2022-10-20,1,1403,stable
C1550,2023-03-08,1,1264,high_return
C1551,2023-12-06,2,991,stable
C1552,2024-08-06,1,747,stable
C1553,2023-08-08,2,1111,stable
C1554,2023-02-03,2,1297,stable
C1555,2024-03-27,1,879,stable
C1556,2025-09-29,3,328,stable
C1557,2024-08-21,2,732,stable
C1558,2025-03-09,1,532,drift
C1559,2022-07-06,2,1509,stable
C1560,2022-03-02,3,1635,stable
C1561,2024-07-27,2,757,stable
C1562,2025-11-04,1,292,stable
C1563,2023-12-11,3,986,stable
C1564,2024-03-17,2,889,stable
C1565,2025-09-04,1,353,stable
C1566,2025-08-18,1,370,stable
C1567,2025-09-29,1,328,stable
C1568,2022-01-11,3,1685,stable
C1569,2024-12-21,1,610,stable
C1570,2022-08-14,1,1470,stable
C1571,2025-03-22,3,519,stable
C1572,2023-07-18,1,1132,stable
C1573,2024-02-11,1,924,stable
C1574,2025-08-26,1,362,stable
C1575,2024-06-03,1,811,stable
C1576,2025-06-20,1,429,stable
C1577,2025-10-21,2,306,stable
C1578,2025-09-15,1,342,stable
C1579,2025-02-04,1,565,stable
C1580,2022-08-14,3,1470,stable
C1581,2024-04-04,2,871,stable
C1582,2022-08-06,2,1478,stable
C1583,2024-07-25,2,759,stable
C1584,2024-01-23,1,943,stable
C1585,2023-05-21,2,1190,stable
C1586,2022-09-16,2,1437,drift
C1587,2022-02-23,1,1642,stable
C1588,2024-12-06,3,625,stable
C1589,2023-12-28,1,969,stable
C1590,2023-11-20,3,1007,stable
C1591,2025-01-27,1,573,stable
C1592,2024-11-09,3,652,stable
C1593,2023-02-23,2,1277,stable
C1594,2023-11-21,3,1006,stable
C1595,2024-04-29,1,846,stable
C1596,2022-03-03,2,1634,stable
C1597,2025-03-14,2,527,stable
C1598,2022-08-04,2,1480,stable
C1599,2022-01-03,2,1693,stable
C1600,2022-06-09,2,1536,high_return
C1601,2024-02-20,2,915,high_return
C1602,2025-02-17,1,552,stable
C1603,2024-06-11,2,803,stable
C1604,2025-01-17,1,583,high_return
C1605,2022-11-25,3,1367,stable
C1606,2023-08-03,2,1116,stable
C1607,2025-10-12,3,315,high_return
C1608,2025-07-14,1,405,stable
C1609,2024-08-09,3,744,stable
C1610,2025-09-08,3,349,stable
C1611,2023-09-27,2,1061,stable
C1612,2024-09-14,2,708,stable
C1613,2025-05-03,1,477,stable
C1614,2024-07-09,3,775,stable
C1615,2024-01-08,2,958,stable
C1616,2025-09-17,1,340,stable
C1617,2022-06-19,1,1526,stable
C1618,2023-06-05,3,1175,stable
C1619,2022-02-09,3,1656,high_return
C1620,2025-07-08,3,411,stable
C1621,2025-11-19,2,277,stable
C1622,2024-08-12,1,741,stable
C1623,2025-06-03,1,446,stable
C1624,2024-09-10,1,712,stable
C1625,2025-02-21,1,548,stable
C1626,2024-09-01,1,721,stable
C1627,2022-02-07,1,1658,stable
C1628,2022-11-24,2,1368,stable
C1629,2025-06-28,3,421,stable
C1630,2025-04-14,2,496,stable
C1631,2024-07-02,3,782,stable
C1632,2023-03-30,2,1242,stable
C1633,2022-02-06,1,1659,stable
C1634,2025-09-01,1,356,high_return
C1635,2024-08-30,1,723,stable
C1636,2024-03-06,1,900,stable
C1637,2024-08-30,2,723,stable
C1638,2023-08-16,1,1103,stable
C1639,2025-02-11,1,558,stable
C1640,2024-11-29,1,632,stable
C1641,2025-08-17,3,371,stable
C1642,2022-08-12,3,1472,stable
C1643,2022-11-14,2,1378,stable
C1644,2022-12-15,1,1347,stable
C1645,2022-04-25,3,1581,stable
C1646,2023-11-29,3,998,stable
C1647,2025-09-08,2,349,stable
C1648,2024-11-29,3,632,stable
C1649,2022-02-09,1,1656,stable
C1650,2025-08-05,3,383,stable
C1651,2025-07-09,3,410,high_return
C1652,2022-08-04,1,1480,stable
C1653,2025-03-16,2,525,stable
C1654,2022-12-02,3,1360,stable
C1655,2025-04-06,1,504,stable
C1656,2022-04-02,2,1604,stable
C1657,2022-12-19,3,1343,stable
C1658,2023-07-25,2,1125,stable
C1659,2024-03-26,1,880,stable
C1660,2024-02-20,2,915,stable
C1661,2022-12-29,1,1333,stable
C1662,2023-07-11,2,1139,stable
C1663,2025-09-30,1,327,stable
C1664,2025-04-08,2,502,stable
C1665,2022-12-22,2,1340,stable
C1666,2022-07-10,2,1505,stable
C1667,2023-02-26,2,1274,stable
C1668,2023-12-01,2,996,stable
C1669,2022-01-07,2,1689,stable
C1670,2022-05-13,1,1563,high_return
C1671,2023-07-11,2,1139,stable
C1672,2024-04-05,1,870,stable
C1673,2024-01-31,3,935,stable
C1674,2024-11-20,1,641,stable
C1675,2023-06-19,2,1161,high_return
C1676,2023-03-02,2,1270,stable
C1677,2025-11-18,2,278,stable
C1678,2023-11-03,1,1024,stable
C1679,2022-12-29,2,1333,stable
C1680,2025-12-31,2,235,high_return
C1681,2022-03-23,2,1614,stable
C1682,2022-12-22,1,1340,high_return
C1683,2025-07-05,2,414,stable
C1684,2023-08-12,2,1107,stable
C1685,2022-10-22,2,1401,stable
C1686,2025-06-01,2,448,stable
C1687,2024-12-05,2,626,stable
C1688,2025-02-10,1,559,stable
C1689,2025-06-10,1,439,stable
C1690,2022-01-17,1,1679,stable
C1691,2022-12-26,1,1336,stable
C1692,2025-05-31,2,449,stable
C1693,2024-05-15,2,830,stable
C1694,2023-12-01,1,996,stable
C1695,2023-03-24,3,1248,stable
C1696,2024-05-05,1,840,stable
C1697,2022-12-31,3,1331,stable
C1698,2023-11-06,2,1021,stable
C1699,2024-10-04,1,688,stable
C1700,2025-09-11,1,346,stable
C1701,2023-04-12,2,1229,stable
C1702,2023-02-18,1,1282,drift
C1703,2023-08-09,3,1110,stable
C1704,2025-06-10,2,439,stable
C1705,2025-06-01,3,448,stable
C1706,2024-09-20,1,702,stable
C1707,2025-12-06,2,260,stable
C1708,2023-07-26,2,1124,stable
C1709,2022-12-01,2,1361,stable
C1710,2025-05-30,1,450,high_return
C1711,2022-02-06,2,1659,stable
C1712,2024-09-15,2,707,stable
C1713,2022-10-05,2,1418,stable
C1714,2025-05-04,1,476,stable
C1715,2024-07-04,3,780,high_return
C1716,2023-04-29,1,1212,stable
C1717,2025-06-19,3,430,stable
C1718,2025-09-09,3,348,stable
C1719,2024-01-01,3,965,stable
C1720,2022-07-11,2,1504,high_return
C1721,2024-11-06,2,655,stable
C1722,2023-06-08,3,1172,stable
C1723,2024-07-06,1,778,drift
C1724,2023-02-05,2,1295,high_return
C1725,2024-06-04,2,810,stable
C1726,2023-12-06,2,991,stable
C1727,2022-01-22,1,1674,stable
C1728,2023-04-19,2,1222,stable
C1729,2025-02-17,3,552,stable
C1730,2022-07-29,1,1486,stable
C1731,2022-11-02,3,1390,stable
C1732,2025-07-17,1,402,stable
C1733,2023-12-05,1,992,stable
C1734,2023-11-18,1,1009,stable
C1735,2022-10-12,1,1411,stable
C1736,2023-12-17,3,980,stable
C1737,2024-02-02,1,933,stable
C1738,2025-06-04,2,445,stable
C1739,2024-08-05,1,748,stable
C1740,2023-01-16,2,1315,stable
C1741,2023-04-05,2,1236,stable
C1742,2024-10-27,1,665,stable
C1743,2022-01-29,1,1667,stable
C1744,2024-06-25,3,789,stable
C1745,2024-11-22,1,639,stable
C1746,2024-05-28,2,817,stable
C1747,2022-03-20,1,1617,high_return
C1748,2024-08-04,3,749,stable
C1749,2023-04-04,1,1237,stable
C1750,2023-07-24,2,1126,high_return
C1751,2025-12-24,1,242,stable
C1752,2024-01-08,3,958,stable
C1753,2025-08-01,1,387,stable
C1754,2023-05-31,3,1180,high_return
C1755,2025-01-27,2,573,stable
C1756,2023-02-01,1,1299,stable
C1757,2022-02-08,3,1657,stable
C1758,2025-07-18,1,401,stable
C1759,2024-06-05,3,809,stable
C1760,2024-03-07,3,899,stable
C1761,2022-06-06,3,1539,stable
C1762,2025-01-03,1,597,stable
C1763,2024-06-02,3,812,stable
C1764,2025-02-27,2,542,stable
C1765,2024-08-31,3,722,stable
C1766,2025-01-12,2,588,stable
C1767,2024-11-11,3,650,stable
C1768,2024-04-28,2,847,stable
C1769,2025-11-06,2,290,stable
C1770,2024-01-18,1,948,stable
C1771,2024-09-15,3,707,stable
C1772,2022-01-21,2,1675,stable
C1773,2022-10-30,2,1393,stable
C1774,2024-05-18,3,827,stable
C1775,2022-03-25,2,1612,high_return
C1776,2025-11-11,1,285,drift
C1777,2025-07-04,2,415,stable
C1778,2023-07-24,2,1126,stable
C1779,2024-07-22,2,762,stable
C1780,2025-03-31,1,510,stable
C1781,2025-04-01,1,509,stable
C1782,2024-10-05,1,687,drift
C1783,2024-03-03,2,903,stable
C1784,2024-03-02,1,904,drift
C1785,2025-07-18,2,401,stable
C1786,2023-05-07,3,1204,stable
C1787,2022-07-27,1,1488,stable
C1788,2024-12-19,2,612,stable
C1789,2023-03-06,3,1266,stable
C1790,2024-09-11,3,711,stable
C1791,2025-08-25,2,363,stable
C1792,2023-06-04,2,1176,stable
C1793,2023-08-14,3,1105,stable
C1794,2024-11-16,2,645,stable
C1795,2022-07-18,3,1497,stable
C1796,2023-01-22,1,1309,stable
C1797,2022-12-15,3,1347,drift
C1798,2024-08-17,2,736,stable
C1799,2023-11-24,2,1003,stable
C1800,2023-01-13,1,1318,stable
C1801,2024-06-17,2,797,stable
C1802,2024-07-04,1,780,stable
C1803,2023-06-11,3,1169,stable
C1804,2025-03-22,3,519,stable
C1805,2024-01-04,1,962,stable
C1806,2022-07-25,3,1490,stable
C1807,2023-03-31,3,1241,high_return
C1808,2025-07-20,2,399,drift
C1809,2025-06-13,1,436,stable
C1810,2023-06-05,1,1175,stable
C1811,2024-10-13,1,679,stable
C1812,2024-08-13,1,740,stable
C1813,2023-12-27,3,970,stable
C1814,2024-10-10,1,682,stable
C1815,2023-05-16,3,1195,drift
C1816,2022-04-27,1,1579,high_return
C1817,2023-01-21,2,1310,stable
C1818,2025-09-29,3,328,stable
C1819,2023-08-07,3,1112,stable
C1820,2023-01-30,1,1301,stable
C1821,2024-12-23,2,608,stable
C1822,2023-12-22,2,975,stable
C1823,2022-03-13,1,1624,high_return
C1824,2022-10-01,1,1422,stable
C1825,2025-09-05,2,352,stable
C1826,2022-12-04,2,1358,stable
C1827,2025-10-21,2,306,stable
C1828,2023-08-30,1,1089,stable
C1829,2022-06-15,2,1530,stable
C1830,2022-01-11,2,1685,stable
C1831,2025-08-17,2,371,stable
C1832,2023-12-30,3,967,stable
C1833,2024-03-11,2,895,high_return
C1834,2022-04-12,3,1594,stable
C1835,2025-12-19,1,247,stable
C1836,2025-11-16,2,280,stable
C1837,2024-02-18,1,917,stable
C1838,2022-08-02,2,1482,stable
C1839,2025-01-16,2,584,drift
C1840,2023-02-05,3,1295,high_return
C1841,2023-08-11,1,1108,stable
C1842,2024-06-07,2,807,stable
C1843,2024-12-05,2,626,stable
C1844,2023-08-15,1,1104,stable
C1845,2025-08-26,1,362,stable
C1846,2025-01-14,1,586,stable
C1847,2022-04-02,1,1604,stable
C1848,2023-11-04,1,1023,stable
C1849,2023-12-15,1,982,stable
C1850,2024-07-24,1,760,high_return
C1851,2022-08-30,2,1454,stable
C1852,2022-01-02,2,1694,stable
C1853,2022-08-13,3,1471,stable
C1854,2024-03-11,2,895,stable
C1855,2023-08-12,3,1107,stable
C1856,2022-04-26,3,1580,stable
C1857,2024-07-06,2,778,high_return
C1858,2025-01-31,2,569,stable
C1859,2022-07-13,3,1502,stable
C1860,2025-04-04,1,506,stable
C1861,2024-05-20,1,825,stable
C1862,2022-03-31,2,1606,stable
C1863,2022-05-02,2,1574,high_return
C1864,2022-05-23,1,1553,stable
C1865,2024-09-20,3,702,stable
C1866,2022-04-16,2,1590,stable
C1867,2024-06-05,2,809,stable
C1868,2023-03-04,3,1268,high_return
C1869,2025-08-21,2,367,drift
C1870,2022-11-13,3,1379,stable
C1871,2023-09-27,2,1061,stable
C1872,2022-01-09,1,1687,stable
C1873,2024-02-13,3,922,stable
C1874,2025-01-01,2,599,high_return
C1875,2025-10-14,3,313,stable
C1876,2022-08-11,3,1473,stable
C1877,2025-12-10,3,256,stable
C1878,2023-07-07,2,1143,stable
C1879,2025-10-25,3,302,stable
C1880,2023-12-17,2,980,stable
C1881,2025-07-11,2,408,stable
C1882,2025-09-03,3,354,stable
C1883,2025-01-12,1,588,stable
C1884,2025-09-03,2,354,stable
C1885,2022-04-21,3,1585,stable
C1886,2022-09-08,2,1445,stable
C1887,2023-01-18,2,1313,stable
C1888,2022-01-07,3,1689,drift
C1889,2023-04-04,2,1237,stable
C1890,2025-01-12,3,588,stable
C1891,2022-07-27,1,1488,stable
C1892,2024-06-18,1,796,stable
C1893,2025-11-14,1,282,stable
C1894,2025-08-30,2,358,stable
C1895,2022-01-22,2,1674,stable
C1896,2023-02-14,3,1286,stable
C1897,2024-06-13,2,801,stable
C1898,2023-05-30,2,1181,stable
C1899,2025-02-24,1,545,stable
C1900,2024-03-19,2,887,stable
C1901,2024-05-23,2,822,stable
C1902,2022-01-14,1,1682,stable
C1903,2024-08-28,1,725,stable
C1904,2024-09-04,1,718,drift
C1905,2024-10-10,1,682,stable
C1906,2024-11-01,2,660,stable
C1907,2022-03-28,1,1609,stable
C1908,2024-06-27,2,787,stable
C1909,2025-08-17,3,371,stable
C1910,2025-06-20,2,429,stable
C1911,2022-05-02,3,1574,stable
C1912,2025-03-16,2,525,high_return
C1913,2024-01-20,2,946,stable
C1914,2025-10-11,3,316,stable
C1915,2023-11-16,1,1011,stable
C1916,2022-11-05,3,1387,stable
C1917,2023-11-26,1,1001,stable
C1918,2022-10-15,2,1408,stable
C1919,2022-11-03,1,1389,stable
C1920,2024-07-02,2,782,drift
C1921,2023-10-24,2,1034,stable
C1922,2023-07-03,2,1147,stable
C1923,2025-10-07,1,320,high_return
C1924,2022-11-08,1,1384,stable
C1925,2024-05-22,1,823,stable
C1926,2024-12-18,1,613,high_return
C1927,2024-07-12,3,772,stable
C1928,2024-01-25,1,941,high_return
C1929,2022-02-04,3,1661,stable
C1930,2023-03-21,3,1251,stable
C1931,2022-04-03,1,1603,high_return
C1932,2025-05-15,2,465,stable
C1933,2022-12-19,1,1343,stable
C1934,2024-06-21,1,793,stable
C1935,2025-09-17,1,340,drift
C1936,2024-05-11,2,834,stable
C1937,2022-06-08,2,1537,stable
C1938,2024-08-14,2,739,stable
C1939,2022-01-24,2,1672,stable
C1940,2023-02-08,1,1292,stable
C1941,2024-03-15,2,891,stable
C1942,2023-05-31,3,1180,stable
C1943,2024-01-02,1,964,stable
C1944,2025-10-19,1,308,stable
C1945,2025-11-06,2,290,stable
C1946,2023-06-16,1,1164,stable
C1947,2024-08-13,2,740,high_return
C1948,2022-06-01,1,1544,stable
C1949,2024-08-04,1,749,stable
C1950,2023-08-31,1,1088,stable
C1951,2023-02-24,1,1276,stable
C1952,2025-06-27,2,422,stable
C1953,2025-02-14,2,555,stable
C1954,2024-05-15,3,830,stable
C1955,2023-08-01,3,1118,high_return
C1956,2022-12-01,2,1361,stable
C1957,2025-12-12,3,254,stable
C1958,2024-07-20,1,764,stable
C1959,2022-10-22,2,1401,high_return
C1960,2024-01-25,2,941,stable
C1961,2025-10-26,1,301,stable
C1962,2022-07-05,2,1510,stable
C1963,2025-06-23,1,426,stable
C1964,2023-09-29,2,1059,stable
C1965,2025-07-15,3,404,stable
C1966,2025-06-14,3,435,high_return
C1967,2023-06-14,2,1166,drift
C1968,2022-01-21,2,1675,stable
C1969,2024-06-29,2,785,high_return
C1970,2024-05-16,2,829,stable
C1971,2024-03-04,1,902,stable
C1972,2022-04-10,2,1596,stable
C1973,2024-01-22,2,944,stable
C1974,2023-04-23,3,1218,stable
C1975,2025-08-14,2,374,stable
C1976,2024-07-28,2,756,stable
C1977,2023-06-10,2,1170,stable
C1978,2022-11-30,2,1362,stable
C1979,2022-01-02,2,1694,stable
C1980,2023-01-10,1,1321,stable
C1981,2022-10-20,2,1403,stable
C1982,2024-04-16,3,859,high_return
C1983,2024-10-01,2,691,stable
C1984,2023-07-07,1,1143,stable
C1985,2022-11-14,2,1378,high_return
C1986,2023-01-16,3,1315,stable
C1987,2022-01-14,1,1682,stable
C1988,2023-05-19,3,1192,stable
C1989,2022-08-19,3,1465,stable
C1990,2025-01-12,2,588,stable
C1991,2022-05-10,3,1566,stable
C1992,2024-04-17,3,858,stable
C1993,2025-03-14,3,527,stable
C1994,2024-06-09,2,805,stable
C1995,2022-01-28,1,1668,stable
C1996,2022-03-07,1,1630,stable
C1997,2025-04-01,2,509,stable
C1998,2025-06-06,1,443,stable
C1999,2022-09-18,2,1435,stable
C2000,2025-12-18,3,248,stable
