order_id,customer_id,product_id,order_ts,order_value,payment_method,discount_pct,category,size_variant
O09481,C0964,P0483,2025-05-07 08:18:00,4373.07,UPI,5,Apparel,L
O09485,C0964,P0217,2025-06-07 16:32:00,2988.94,Card,0,Home,
O09480,C0964,P0442,2025-08-19 11:33:00,23090.83,Wallet,15,Electronics,
O09476,C0964,P0022,2025-10-19 22:56:00,3477.62,Card,0,Beauty,
O09477,C0964,P0493,2026-02-19 16:35:00,25993.95,Card,40,Electronics,
O09482,C0964,P0038,2026-02-26 20:28:00,3400.12,UPI,50,Beauty,
O09478,C0964,P0462,2026-05-11 17:18:00,28459.65,Card,50,Electronics,
O09484,C0964,P0485,2026-06-13 08:32:00,1063.19,Card,30,Apparel,L
O09486,C0964,P0402,2026-08-09 18:51:00,17257.01,Card,20,Electronics,
O09491,C0965,P0122,2025-01-14 19:34:00,47379.58,Wallet,20,Electronics,
O09489,C0965,P0450,2025-02-01 12:43:00,2873.2,NetBanking,15,Beauty,
O09487,C0965,P0416,2025-03-30 17:14:00,6480.8,Card,10,Apparel,L
O09490,C0965,P0471,2026-07-06 11:03:00,15769.18,UPI,0,Home,
O09488,C0965,P0234,2026-07-20 15:22:00,956.84,UPI,50,Apparel,M
O09494,C0966,P0047,2025-03-23 12:59:00,82048.74,Card,15,Electronics,
O09492,C0966,P0258,2025-05-29 16:09:00,3999.39,Card,30,Apparel,S
O09493,C0966,P0332,2026-03-09 23:07:00,4218.02,Card,30,Beauty,
O09502,C0967,P0479,2025-11-21 11:53:00,74778.91,Card,0,Electronics,
O09506,C0967,P0401,2025-12-15 12:08:00,27397.75,Card,10,Electronics,
O09497,C0967,P0100,2026-02-09 18:46:00,40203.3,Card,20,Electronics,
O09508,C0967,P0323,2026-03-03 09:05:00,2438.77,Card,10,Apparel,S
O09500,C0967,P0301,2026-03-09 18:06:00,2588.91,UPI,50,Apparel,S
O09496,C0967,P0030,2026-03-31 21:41:00,67011.22,UPI,5,Electronics,
O09498,C0967,P0301,2026-04-18 23:40:00,4142.26,Card,20,Apparel,L
O09504,C0967,P0246,2026-04-21 22:18:00,17652.89,UPI,0,Home,
O09503,C0967,P0338,2026-05-05 10:40:00,3683.8,Card,40,Apparel,XL
O09505,C0967,P0444,2026-05-07 09:44:00,876.34,UPI,10,Apparel,L
O09495,C0967,P0404,2026-06-12 21:32:00,20349.88,NetBanking,30,Electronics,
O09499,C0967,P0319,2026-06-21 10:40:00,8175.26,Card,15,Apparel,L
O09507,C0967,P0069,2026-08-01 08:42:00,48173.16,UPI,50,Electronics,
O09501,C0967,P0381,2026-08-08 18:43:00,8869.03,NetBanking,20,Footwear,9
O09517,C0968,P0100,2025-01-28 23:47:00,25127.06,Card,50,Electronics,
O09515,C0968,P0343,2025-04-30 21:35:00,44341.35,UPI,20,Electronics,
O09519,C0968,P0405,2025-06-03 21:21:00,5081.77,Card,0,Apparel,M
O09514,C0968,P0182,2025-06-22 12:55:00,1368.55,NetBanking,0,Apparel,XL
O09513,C0968,P0207,2025-10-09 18:54:00,3426.7,Card,15,Apparel,M
O09516,C0968,P0342,2025-10-16 18:54:00,3951.02,UPI,30,Footwear,10
O09512,C0968,P0021,2025-11-12 20:41:00,5845.21,UPI,40,Apparel,S
O09511,C0968,P0152,2025-11-23 15:16:00,3112.89,NetBanking,30,Footwear,11
O09520,C0968,P0346,2025-12-13 13:12:00,4858.57,Card,30,Electronics,
O09509,C0968,P0378,2026-07-10 11:22:00,1089.9,Card,10,Grocery,
O09510,C0968,P0217,2026-08-07 12:32:00,2988.94,Card,0,Home,
O09518,C0968,P0171,2026-08-07 18:47:00,8624.3,UPI,40,Footwear,9
O09522,C0969,P0280,2025-04-02 11:15:00,7628.16,UPI,50,Electronics,
O09527,C0969,P0209,2025-04-15 10:49:00,3033.18,NetBanking,5,Grocery,
O09529,C0969,P0073,2025-04-22 12:46:00,7698.39,UPI,0,Beauty,
O09528,C0969,P0289,2025-04-25 13:38:00,90128.07,UPI,5,Electronics,
O09523,C0969,P0314,2025-05-03 20:52:00,211.85,UPI,15,Grocery,
O09524,C0969,P0100,2025-05-21 10:47:00,50254.13,Card,0,Electronics,
O09526,C0969,P0034,2025-08-20 08:59:00,20150.69,Wallet,10,Home,
O09521,C0969,P0013,2025-10-21 10:07:00,10331.54,Card,20,Footwear,11
O09525,C0969,P0111,2026-03-30 10:13:00,5189.74,UPI,30,Home,
O09530,C0969,P0102,2026-07-21 18:01:00,8183.42,Card,20,Footwear,7
O09531,C0970,P0358,2025-04-09 23:12:00,5731.56,UPI,0,Apparel,M
O09532,C0970,P0140,2025-07-23 12:11:00,658.66,UPI,15,Beauty,
O09533,C0970,P0423,2025-08-21 19:50:00,729.56,Card,15,Footwear,9
O09534,C0970,P0243,2025-08-22 17:55:00,8108.5,UPI,15,Footwear,9
O09535,C0970,P0417,2026-03-28 13:21:00,3908.23,UPI,0,Beauty,
O09536,C0970,P0201,2026-04-11 10:59:00,2142.68,UPI,5,Footwear,8
O09537,C0970,P0463,2026-07-21 20:22:00,1721.51,UPI,50,Home,
O09543,C0971,P0474,2025-07-15 08:16:00,3213.32,Card,10,Apparel,XL
O09539,C0971,P0144,2025-10-04 10:02:00,3207.38,Card,20,Apparel,XL
O09542,C0971,P0428,2025-10-20 21:57:00,53662.64,UPI,30,Electronics,
O09540,C0971,P0400,2025-11-20 11:57:00,2560.16,UPI,5,Grocery,
O09541,C0971,P0350,2025-12-17 19:08:00,39894.28,Wallet,10,Electronics,
O09545,C0971,P0232,2026-04-10 10:08:00,2133.87,UPI,30,Apparel,XL
O09544,C0971,P0042,2026-05-14 13:42:00,2293.46,UPI,10,Apparel,S
O09538,C0971,P0270,2026-06-28 16:53:00,738.8,Card,50,Apparel,M
O09558,C0972,P0372,2025-01-23 17:33:00,7561.3,UPI,0,Apparel,S
O09547,C0972,P0500,2025-03-01 16:35:00,1261.03,NetBanking,15,Electronics,
O09552,C0972,P0138,2025-05-06 23:49:00,5926.75,UPI,20,Beauty,
O09551,C0972,P0476,2025-07-09 12:56:00,5751.54,UPI,50,Electronics,
O09549,C0972,P0377,2025-09-04 09:05:00,1780.48,Wallet,15,Grocery,
O09553,C0972,P0023,2026-01-18 19:28:00,43695.64,Card,15,Electronics,
O09548,C0972,P0344,2026-02-09 11:17:00,1793.08,UPI,15,Apparel,S
O09554,C0972,P0130,2026-03-03 08:23:00,6534.05,Card,15,Apparel,M
O09550,C0972,P0123,2026-04-12 19:47:00,1925.42,UPI,20,Apparel,M
O09555,C0972,P0111,2026-04-27 16:04:00,5931.14,Card,20,Home,
O09556,C0972,P0454,2026-05-09 08:22:00,528.78,UPI,15,Grocery,
O09546,C0972,P0459,2026-05-17 22:46:00,2778.77,UPI,30,Apparel,L
O09557,C0972,P0145,2026-08-10 14:57:00,8021.53,NetBanking,10,Apparel,XL
O09561,C0973,P0481,2025-02-21 23:57:00,3099.35,Wallet,10,Apparel,XL
O09560,C0973,P0372,2025-05-11 22:26:00,6427.1,Wallet,15,Apparel,XL
O09568,C0973,P0273,2025-05-11 23:32:00,36870.71,UPI,50,Electronics,
O09562,C0973,P0337,2025-05-19 13:07:00,20327.08,UPI,30,Electronics,
O09565,C0973,P0039,2025-06-20 11:55:00,8187.29,Card,0,Footwear,10
O09564,C0973,P0298,2025-09-23 17:25:00,38014.42,Card,40,Electronics,
O09566,C0973,P0416,2025-10-01 17:19:00,5760.71,Card,20,Apparel,S
O09567,C0973,P0059,2026-03-22 22:08:00,18776.92,Card,15,Electronics,
O09563,C0973,P0106,2026-05-19 16:39:00,4650.06,UPI,5,Apparel,S
O09559,C0973,P0264,2026-07-06 21:19:00,5177.19,UPI,15,Home,
O09569,C0974,P0399,2025-01-08 15:33:00,630.34,Card,40,Footwear,8
O09571,C0974,P0093,2025-03-03 14:43:00,1056.67,Wallet,30,Apparel,XL
O09578,C0974,P0216,2025-03-22 08:55:00,2919.26,UPI,50,Apparel,M
O09573,C0974,P0313,2025-06-06 15:33:00,21457.68,Card,0,Electronics,
O09577,C0974,P0171,2025-06-19 19:29:00,10061.68,UPI,30,Footwear,11
O09570,C0974,P0187,2025-08-02 20:50:00,28240.74,UPI,5,Home,
O09579,C0974,P0320,2025-09-22 17:53:00,5831.74,UPI,20,Beauty,
O09580,C0974,P0059,2025-10-01 22:14:00,22090.5,NetBanking,0,Electronics,
O09575,C0974,P0044,2026-01-07 13:43:00,6591.93,NetBanking,15,Beauty,
O09574,C0974,P0431,2026-02-04 20:53:00,9309.79,UPI,30,Home,
O09572,C0974,P0462,2026-03-30 08:48:00,45535.44,UPI,20,Electronics,
O09576,C0974,P0084,2026-04-28 15:06:00,8056.7,NetBanking,50,Home,
O09582,C0975,P0184,2025-01-23 19:01:00,3613.6,UPI,0,Apparel,M
O09585,C0975,P0344,2025-04-04 18:35:00,1793.08,Card,15,Apparel,XL
O09584,C0975,P0468,2025-05-21 21:37:00,14462.7,NetBanking,40,Home,
O09587,C0975,P0319,2025-06-20 20:34:00,9137.05,NetBanking,5,Apparel,L
O09589,C0975,P0189,2025-06-21 13:04:00,3155.56,Wallet,10,Footwear,10
O09583,C0975,P0001,2025-10-04 19:18:00,2540.7,UPI,0,Beauty,
O09586,C0975,P0070,2025-11-08 15:12:00,9325.5,UPI,20,Footwear,9
O09588,C0975,P0246,2025-11-21 20:54:00,16770.25,UPI,5,Home,
O09591,C0975,P0225,2026-01-07 21:54:00,718.8,Card,30,Beauty,
O09581,C0975,P0216,2026-01-17 08:40:00,3503.11,UPI,40,Apparel,XL
O09590,C0975,P0254,2026-06-20 18:07:00,54180.4,UPI,15,Electronics,
O09592,C0976,P0357,2025-04-01 15:46:00,9068.14,UPI,0,Apparel,S
O09600,C0976,P0231,2025-04-25 13:02:00,3990.82,Card,10,Apparel,XL
O09599,C0976,P0001,2025-05-17 09:37:00,1778.49,UPI,30,Beauty,
O09595,C0976,P0479,2025-06-27 23:55:00,71039.96,Card,5,Electronics,
O09596,C0976,P0005,2025-07-04 15:48:00,988.24,Card,50,Beauty,
O09593,C0976,P0398,2025-09-21 18:24:00,74545.42,Card,15,Electronics,
O09594,C0976,P0259,2025-12-31 18:08:00,2957.03,UPI,0,Grocery,
O09597,C0976,P0412,2026-01-11 14:33:00,2127.65,UPI,20,Apparel,M
O09598,C0976,P0360,2026-04-30 23:08:00,33598.17,Card,30,Electronics,
O09609,C0977,P0150,2025-01-05 23:33:00,3378.49,UPI,20,Footwear,8
O09603,C0977,P0123,2025-03-31 12:00:00,2406.77,Card,0,Apparel,M
O09601,C0977,P0120,2025-04-19 21:16:00,77997.74,Card,10,Electronics,
O09606,C0977,P0295,2025-07-07 09:58:00,16722.55,UPI,15,Home,
O09604,C0977,P0101,2025-08-20 18:20:00,62364.52,UPI,15,Electronics,
O09612,C0977,P0015,2025-10-03 13:09:00,36882.16,NetBanking,5,Electronics,
O09610,C0977,P0215,2025-10-26 20:37:00,34876.45,UPI,0,Electronics,
O09607,C0977,P0284,2025-11-27 19:31:00,1139.91,Wallet,10,Footwear,10
O09605,C0977,P0113,2025-12-12 19:18:00,9548.54,NetBanking,15,Footwear,11
O09602,C0977,P0109,2026-04-25 12:51:00,1951.06,UPI,15,Apparel,XL
O09608,C0977,P0411,2026-05-10 12:58:00,986.38,NetBanking,30,Grocery,
O09611,C0977,P0446,2026-07-30 14:15:00,660.21,UPI,30,Home,
O09620,C0978,P0037,2025-01-16 10:54:00,2567.99,Card,5,Footwear,9
O09618,C0978,P0095,2025-01-20 15:05:00,1344.38,Card,30,Beauty,
O09625,C0978,P0184,2025-03-19 22:50:00,1806.8,UPI,50,Apparel,L
O09615,C0978,P0486,2025-08-05 20:44:00,7112.69,NetBanking,5,Apparel,S
O09621,C0978,P0294,2025-08-24 09:08:00,4839.77,Card,40,Apparel,S
O09627,C0978,P0075,2025-09-25 13:18:00,2173.19,Card,30,Apparel,L
O09626,C0978,P0158,2025-09-28 13:27:00,456.8,Card,15,Home,
O09622,C0978,P0315,2025-11-03 20:50:00,4073.51,Card,5,Grocery,
O09619,C0978,P0183,2025-11-04 16:01:00,6280.95,UPI,30,Apparel,M
O09623,C0978,P0266,2026-02-26 10:57:00,6266.95,UPI,0,Beauty,
O09614,C0978,P0074,2026-03-10 12:36:00,7119.17,UPI,0,Apparel,S
O09616,C0978,P0298,2026-05-20 22:10:00,53853.76,Card,15,Electronics,
O09624,C0978,P0219,2026-08-08 12:18:00,7736.06,Card,10,Electronics,
O09617,C0978,P0440,2026-08-08 20:44:00,2693.42,NetBanking,40,Beauty,
O09613,C0978,P0185,2026-08-10 18:39:00,35527.01,UPI,10,Electronics,
O09628,C0979,P0486,2026-08-03 15:59:00,7112.69,UPI,5,Apparel,L
O09634,C0980,P0116,2025-06-07 11:52:00,43608.52,UPI,5,Electronics,
O09633,C0980,P0227,2025-08-07 15:45:00,8150.66,UPI,40,Footwear,9
O09630,C0980,P0154,2025-08-20 23:29:00,7998.86,UPI,20,Apparel,XL
O09629,C0980,P0032,2025-08-25 20:33:00,73062.39,Card,15,Electronics,
O09631,C0980,P0159,2026-04-07 21:30:00,15890.5,Card,0,Home,
O09632,C0980,P0449,2026-05-19 21:08:00,3094.7,UPI,50,Apparel,S
O09639,C0981,P0500,2025-02-11 09:45:00,890.14,NetBanking,40,Electronics,
O09636,C0981,P0055,2025-03-11 16:45:00,4787.75,Wallet,30,Apparel,XL
O09637,C0981,P0497,2025-08-25 17:19:00,21273.18,Card,0,Home,
O09638,C0981,P0318,2025-09-21 12:23:00,8251.68,NetBanking,15,Footwear,7
O09640,C0981,P0293,2025-11-26 11:37:00,995.78,UPI,50,Beauty,
O09635,C0981,P0003,2025-12-30 22:59:00,14421.62,Card,20,Home,
O09642,C0982,P0232,2025-12-16 10:53:00,2133.87,UPI,30,Apparel,L
O09641,C0982,P0050,2026-01-17 19:26:00,2801.46,UPI,5,Apparel,XL
O09648,C0982,P0367,2026-02-01 23:19:00,2047.08,NetBanking,15,Apparel,XL
O09643,C0982,P0100,2026-02-10 08:25:00,42716.01,NetBanking,15,Electronics,
O09645,C0982,P0273,2026-02-11 22:59:00,66367.28,Card,10,Electronics,
O09646,C0982,P0084,2026-04-08 14:38:00,13696.38,UPI,15,Home,
O09644,C0982,P0172,2026-04-18 21:48:00,1655.24,UPI,10,Grocery,
O09647,C0982,P0314,2026-05-16 15:08:00,236.78,Card,5,Grocery,
O09649,C0982,P0379,2026-05-28 10:10:00,7125.75,UPI,0,Apparel,XL
O09650,C0982,P0396,2026-07-22 15:12:00,3895.49,Wallet,10,Beauty,
O09654,C0983,P0026,2025-02-07 11:24:00,80253.07,UPI,0,Electronics,
O09652,C0983,P0048,2025-03-05 20:12:00,5180.11,Card,20,Footwear,9
O09655,C0983,P0138,2025-07-28 20:46:00,4445.06,Card,40,Beauty,
O09653,C0983,P0130,2025-08-01 22:15:00,7302.76,UPI,5,Apparel,S
O09651,C0983,P0266,2025-10-10 21:14:00,5013.56,Card,20,Beauty,
O09656,C0983,P0189,2025-12-02 08:26:00,2454.33,UPI,30,Footwear,9
O09658,C0983,P0325,2026-04-12 18:46:00,7432.19,UPI,20,Apparel,S
O09659,C0983,P0406,2026-05-02 09:26:00,9977.97,Card,10,Home,
O09657,C0983,P0080,2026-07-26 12:35:00,4806.04,UPI,0,Apparel,S
O09667,C0984,P0229,2025-01-20 22:44:00,51125.89,Card,20,Electronics,
O09660,C0984,P0185,2025-02-10 20:42:00,23684.68,UPI,40,Electronics,
O09662,C0984,P0386,2025-02-15 18:08:00,1153.73,UPI,40,Apparel,S
O09664,C0984,P0278,2025-04-04 12:09:00,7279.69,UPI,0,Apparel,XL
O09661,C0984,P0485,2025-08-18 23:25:00,911.3,Card,40,Apparel,S
O09668,C0984,P0389,2025-12-14 12:27:00,11947.72,NetBanking,0,Home,
O09665,C0984,P0150,2026-05-25 12:26:00,3378.49,UPI,20,Footwear,7
O09666,C0984,P0038,2026-07-05 11:35:00,6120.21,Card,10,Beauty,
O09663,C0984,P0143,2026-08-08 17:49:00,5865.39,Card,20,Footwear,8
O09669,C0985,P0270,2025-03-03 09:16:00,1329.84,UPI,10,Apparel,M
O09675,C0985,P0085,2025-10-28 21:38:00,63911.44,NetBanking,20,Electronics,
O09676,C0985,P0109,2026-03-16 12:25:00,1951.06,NetBanking,15,Apparel,L
O09673,C0985,P0089,2026-06-02 10:26:00,2945.34,NetBanking,50,Beauty,
O09671,C0985,P0221,2026-06-06 12:34:00,6863.35,Card,30,Home,
O09672,C0985,P0025,2026-06-16 14:06:00,4453.14,Card,20,Apparel,S
O09674,C0985,P0275,2026-07-09 08:34:00,5414.27,Wallet,15,Apparel,S
O09670,C0985,P0206,2026-08-01 20:06:00,3053.75,Card,10,Grocery,
O09681,C0986,P0039,2025-01-05 10:21:00,8187.29,UPI,0,Footwear,10
O09682,C0986,P0399,2025-01-19 10:17:00,892.98,UPI,15,Footwear,9
O09685,C0986,P0480,2025-04-23 15:20:00,2848.64,Card,0,Beauty,
O09679,C0986,P0384,2025-05-04 19:52:00,41465.63,Card,0,Electronics,
O09680,C0986,P0426,2025-05-27 16:35:00,13027.07,Card,30,Electronics,
O09678,C0986,P0244,2025-08-06 20:05:00,14710.71,Card,20,Home,
O09677,C0986,P0024,2025-11-21 15:34:00,28898.06,UPI,30,Electronics,
O09686,C0986,P0091,2025-11-23 21:23:00,53248.44,NetBanking,0,Electronics,
O09683,C0986,P0148,2026-06-01 18:53:00,4525.1,Card,15,Apparel,M
O09684,C0986,P0148,2026-06-17 10:49:00,4791.28,UPI,10,Apparel,M
O09692,C0987,P0095,2025-04-03 08:04:00,1344.38,UPI,30,Beauty,
O09688,C0987,P0393,2025-08-12 23:02:00,3693.91,UPI,30,Beauty,
O09694,C0987,P0077,2025-11-10 23:53:00,7116.38,Card,40,Home,
O09690,C0987,P0054,2026-01-07 08:49:00,3640.1,NetBanking,50,Apparel,L
O09687,C0987,P0260,2026-01-31 10:36:00,2334.96,Wallet,30,Grocery,
O09693,C0987,P0146,2026-05-10 16:10:00,6218.02,NetBanking,30,Apparel,XL
O09691,C0987,P0409,2026-06-14 22:41:00,1229.7,UPI,40,Beauty,
O09689,C0987,P0078,2026-06-21 14:25:00,784.41,UPI,15,Apparel,XL
O09695,C0988,P0302,2025-01-08 09:17:00,1746.68,NetBanking,15,Apparel,M
O09697,C0988,P0240,2025-01-28 20:50:00,6463.18,Card,20,Home,
O09701,C0988,P0432,2025-03-09 21:15:00,7198.28,Card,10,Beauty,
O09699,C0988,P0272,2025-04-20 18:14:00,14288.42,UPI,5,Home,
O09700,C0988,P0219,2025-05-09 16:27:00,8165.84,UPI,5,Electronics,
O09704,C0988,P0009,2025-05-22 17:21:00,12570.31,UPI,10,Home,
O09703,C0988,P0439,2025-07-16 10:21:00,778.93,Wallet,30,Apparel,XL
O09706,C0988,P0340,2025-08-13 12:40:00,4882.42,NetBanking,20,Home,
O09698,C0988,P0098,2025-11-04 09:31:00,3055.11,UPI,10,Grocery,
O09705,C0988,P0094,2025-12-08 23:51:00,16094.94,UPI,10,Electronics,
O09702,C0988,P0092,2026-05-10 08:07:00,6658.18,UPI,15,Beauty,
O09696,C0988,P0358,2026-07-25 11:09:00,5731.56,NetBanking,0,Apparel,M
O09710,C0989,P0139,2025-11-07 20:09:00,7434.27,Card,0,Apparel,XL
O09711,C0989,P0244,2026-03-10 23:23:00,16549.55,UPI,10,Home,
O09708,C0989,P0158,2026-05-26 18:05:00,537.41,Wallet,0,Home,
O09709,C0989,P0349,2026-07-01 18:46:00,5280.63,Card,40,Apparel,M
O09707,C0989,P0094,2026-07-20 22:17:00,14306.62,NetBanking,20,Electronics,
O09712,C0989,P0111,2026-07-31 18:45:00,4448.35,NetBanking,40,Home,
O09722,C0990,P0012,2025-01-01 20:29:00,982.62,UPI,0,Apparel,M
O09723,C0990,P0130,2025-01-06 18:25:00,4612.27,NetBanking,40,Apparel,L
O09713,C0990,P0070,2025-01-07 08:37:00,8159.81,Card,30,Footwear,8
O09719,C0990,P0376,2025-06-01 22:21:00,5033.64,UPI,20,Apparel,L
O09716,C0990,P0186,2025-11-09 11:36:00,82658.22,NetBanking,10,Electronics,
O09720,C0990,P0344,2025-12-05 14:04:00,1476.66,Card,30,Apparel,M
O09714,C0990,P0226,2026-04-24 18:30:00,6362.9,Card,50,Home,
O09715,C0990,P0088,2026-04-25 12:14:00,2384.58,Card,20,Grocery,
O09718,C0990,P0114,2026-06-26 10:30:00,1065.54,Card,30,Home,
O09721,C0990,P0257,2026-07-26 21:11:00,13846.21,UPI,0,Footwear,10
O09717,C0990,P0226,2026-08-08 20:43:00,8908.06,UPI,30,Home,
O09733,C0991,P0097,2025-01-28 12:11:00,401.48,UPI,20,Grocery,
O09730,C0991,P0407,2025-02-05 13:08:00,3720.24,UPI,10,Apparel,L
O09726,C0991,P0154,2025-04-04 12:57:00,4999.28,UPI,50,Apparel,M
O09729,C0991,P0456,2025-09-04 09:41:00,26952.08,Card,10,Home,
O09732,C0991,P0059,2025-09-15 23:51:00,15463.35,NetBanking,30,Electronics,
O09734,C0991,P0042,2025-10-18 16:31:00,1783.8,NetBanking,30,Apparel,S
O09725,C0991,P0278,2025-12-24 20:41:00,7279.69,UPI,0,Apparel,M
O09731,C0991,P0023,2026-02-20 14:15:00,51406.64,Card,0,Electronics,
O09728,C0991,P0162,2026-04-11 21:21:00,7595.23,UPI,5,Apparel,XL
O09724,C0991,P0268,2026-04-25 11:12:00,8484.17,NetBanking,5,Apparel,M
O09727,C0991,P0054,2026-05-04 20:57:00,3640.1,Card,50,Apparel,L
O09737,C0992,P0416,2025-05-14 20:16:00,4320.53,UPI,40,Apparel,M
O09740,C0992,P0391,2025-11-17 15:51:00,11936.96,UPI,15,Footwear,9
O09736,C0992,P0368,2025-12-25 22:37:00,2603.19,Card,40,Beauty,
O09739,C0992,P0088,2026-03-09 09:33:00,2533.61,Card,15,Grocery,
O09738,C0992,P0148,2026-05-23 21:17:00,5323.65,Card,0,Apparel,S
O09735,C0992,P0060,2026-07-28 21:30:00,1691.36,UPI,15,Footwear,7
O09741,C0992,P0108,2026-08-04 14:11:00,57589.7,UPI,30,Electronics,
O09755,C0993,P0272,2025-01-06 23:06:00,13536.4,Card,10,Home,
O09745,C0993,P0109,2025-01-26 14:44:00,1606.75,Wallet,30,Apparel,XL
O09742,C0993,P0342,2025-01-28 17:22:00,3386.59,Card,40,Footwear,10
O09753,C0993,P0454,2025-08-13 20:47:00,591.0,Card,5,Grocery,
O09749,C0993,P0251,2025-09-02 20:39:00,8434.04,Card,15,Apparel,L
O09750,C0993,P0369,2025-09-15 12:13:00,5671.82,Card,10,Beauty,
O09754,C0993,P0314,2026-02-15 13:20:00,174.47,Wallet,30,Grocery,
O09748,C0993,P0344,2026-02-18 18:23:00,1898.56,NetBanking,10,Apparel,M
O09747,C0993,P0103,2026-03-16 22:37:00,6198.22,UPI,20,Footwear,7
O09751,C0993,P0489,2026-04-24 23:47:00,9893.46,NetBanking,20,Footwear,10
O09744,C0993,P0454,2026-05-10 10:14:00,497.68,NetBanking,20,Grocery,
O09752,C0993,P0401,2026-05-13 09:31:00,28919.84,Card,5,Electronics,
O09743,C0993,P0064,2026-07-03 10:13:00,84156.84,Card,10,Electronics,
O09746,C0993,P0288,2026-08-16 11:45:00,6712.23,UPI,5,Apparel,M
O09759,C0994,P0491,2025-04-06 18:03:00,32180.25,UPI,0,Electronics,
O09765,C0994,P0416,2025-04-07 23:06:00,6480.8,Card,10,Apparel,M
O09769,C0994,P0350,2025-04-11 21:17:00,44326.98,Card,0,Electronics,
O09757,C0994,P0023,2025-05-12 11:17:00,41125.31,Card,20,Electronics,
O09768,C0994,P0156,2025-07-05 19:39:00,8783.67,Card,5,Apparel,M
O09762,C0994,P0039,2025-10-02 16:33:00,6959.2,UPI,15,Footwear,8
O09758,C0994,P0410,2025-10-24 08:20:00,23050.98,UPI,10,Home,
O09764,C0994,P0102,2025-10-27 09:47:00,8183.42,Card,20,Footwear,7
O09760,C0994,P0255,2025-11-01 08:38:00,3766.42,Card,20,Apparel,L
O09763,C0994,P0500,2026-01-19 16:22:00,1483.56,Card,0,Electronics,
O09756,C0994,P0425,2026-02-10 22:03:00,2684.65,Card,20,Grocery,
O09767,C0994,P0485,2026-03-18 13:45:00,911.3,UPI,40,Apparel,XL
O09761,C0994,P0223,2026-05-20 19:26:00,4407.04,Card,10,Grocery,
O09770,C0994,P0037,2026-05-27 16:05:00,2297.68,NetBanking,15,Footwear,9
O09766,C0994,P0152,2026-08-04 13:43:00,4446.99,UPI,0,Footwear,9
O09773,C0995,P0468,2025-12-14 20:51:00,19283.6,UPI,20,Home,
O09779,C0995,P0026,2026-02-10 08:28:00,64202.46,UPI,20,Electronics,
O09772,C0995,P0386,2026-02-11 13:54:00,1826.74,Card,5,Apparel,XL
O09771,C0995,P0260,2026-03-08 10:27:00,2835.3,Wallet,15,Grocery,
O09778,C0995,P0033,2026-03-09 16:44:00,2941.97,NetBanking,40,Grocery,
O09775,C0995,P0352,2026-05-18 16:51:00,12869.44,UPI,50,Electronics,
O09776,C0995,P0459,2026-06-28 09:54:00,2778.77,NetBanking,30,Apparel,XL
O09774,C0995,P0146,2026-07-22 17:23:00,7106.31,UPI,20,Apparel,L
O09777,C0995,P0240,2026-08-17 13:27:00,5655.28,UPI,30,Home,
O09790,C0996,P0154,2025-02-08 22:55:00,6999.0,Card,30,Apparel,S
O09784,C0996,P0289,2025-05-22 17:46:00,75897.32,Card,20,Electronics,
O09782,C0996,P0044,2025-06-02 08:41:00,6591.93,Card,15,Beauty,
O09786,C0996,P0081,2025-06-10 14:52:00,58550.78,Wallet,0,Electronics,
O09787,C0996,P0494,2025-07-10 08:39:00,7294.76,NetBanking,30,Home,
O09781,C0996,P0478,2025-08-22 20:31:00,16150.39,UPI,10,Home,
O09791,C0996,P0471,2025-11-23 15:45:00,13403.8,UPI,15,Home,
O09789,C0996,P0161,2026-01-02 13:41:00,11815.1,NetBanking,20,Home,
O09788,C0996,P0109,2026-01-05 16:39:00,2295.36,Card,0,Apparel,XL
O09785,C0996,P0176,2026-03-24 09:47:00,5828.99,UPI,0,Footwear,10
O09780,C0996,P0372,2026-06-01 20:11:00,5292.91,UPI,30,Apparel,M
O09783,C0996,P0357,2026-06-17 17:31:00,6347.7,Card,30,Apparel,L
O09795,C0997,P0040,2026-01-18 14:42:00,2303.81,Card,20,Home,
O09800,C0997,P0393,2026-01-22 09:06:00,5013.16,UPI,5,Beauty,
O09794,C0997,P0257,2026-02-27 22:24:00,8307.73,Card,40,Footwear,7
O09792,C0997,P0147,2026-03-24 11:00:00,1380.1,UPI,20,Grocery,
O09796,C0997,P0397,2026-03-29 13:40:00,4239.92,NetBanking,20,Electronics,
O09799,C0997,P0132,2026-04-12 18:00:00,14905.28,UPI,50,Home,
O09798,C0997,P0046,2026-04-24 14:59:00,6200.38,Card,30,Footwear,10
O09793,C0997,P0285,2026-05-24 18:05:00,2434.38,UPI,20,Grocery,
O09797,C0997,P0266,2026-06-26 17:53:00,5013.56,Card,20,Beauty,
O09801,C0998,P0085,2025-02-05 15:31:00,71900.37,UPI,10,Electronics,
O09806,C0998,P0304,2025-03-15 17:45:00,1657.79,NetBanking,40,Apparel,M
O09803,C0998,P0445,2025-04-04 22:34:00,56609.73,NetBanking,30,Electronics,
O09807,C0998,P0271,2025-05-26 22:14:00,2953.61,Card,10,Beauty,
O09805,C0998,P0351,2025-06-15 18:31:00,43309.75,Card,40,Electronics,
O09802,C0998,P0388,2025-08-09 21:30:00,2451.45,UPI,20,Beauty,
O09804,C0998,P0043,2025-10-04 17:57:00,15745.25,Card,30,Electronics,
O09809,C0998,P0400,2026-03-15 21:28:00,2290.67,Card,15,Grocery,
